unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b
HAP2_chr17	HAP4_chr17	chr17	2243	9020	8429	15148
HAP3_chr17	HAP4_chr17	chr17	645	3849	12026	15148
HAP1_chr18	HAP2_chr18	chr18	795	3423	9174	11780
HAP1_chr18	HAP3_chr18	chr18	786	4185	9174	12577
HAP1_chr18	HAP4_chr18	chr18	759	4472	9174	12926
HAP2_chr18	HAP3_chr18	chr18	1204	1957	11780	12577
HAP2_chr18	HAP4_chr18	chr18	860	2166	11780	12926
HAP3_chr18	HAP4_chr18	chr18	1677	1957	12577	12926
HAP1_chr19	HAP2_chr19	chr19	1460	3335	16181	17942
HAP1_chr19	HAP3_chr19	chr19	1945	31898	16181	41454
HAP1_chr19	HAP4_chr19	chr19	1789	31601	16181	42059
HAP2_chr19	HAP3_chr19	chr19	3001	32823	17942	41454
HAP2_chr19	HAP4_chr19	chr19	3101	33350	17942	42059
HAP3_chr19	HAP4_chr19	chr19	2672	3278	41454	42059
HAP1_chr20	HAP2_chr20	chr20	936	1394	8920	9323
HAP1_chr20	HAP3_chr20	chr20	767	2736	8920	10701
HAP1_chr20	HAP4_chr20	chr20	621	3243	8920	11497
HAP2_chr20	HAP3_chr20	chr20	1181	2671	9323	10701
HAP2_chr20	HAP4_chr20	chr20	742	2909	9323	11497
HAP3_chr20	HAP4_chr20	chr20	1807	2550	10701	11497
HAP1_chr21	HAP2_chr21	chr21	730	3178	7368	9730
HAP1_chr21	HAP3_chr21	chr21	654	1759	7368	8017
HAP1_chr21	HAP4_chr21	chr21	605	1613	7368	8337
HAP2_chr21	HAP3_chr21	chr21	2785	1173	9730	8017
HAP2_chr21	HAP4_chr21	chr21	2569	1188	9730	8337
HAP3_chr21	HAP4_chr21	chr21	1119	1419	8017	8337
HAP1_chr22	HAP2_chr22	chr22	1639	1811	14708	14862
HAP1_chr23	HAP2_chr23	chr23	731	1502	5799	6615
HAP1_chr23	HAP3_chr23	chr23	637	2199	5799	7409
HAP1_chr23	HAP4_chr23	chr23	640	2182	5799	7347
HAP2_chr23	HAP3_chr23	chr23	538	1666	6615	7409
HAP2_chr23	HAP4_chr23	chr23	648	1709	6615	7347
HAP3_chr23	HAP4_chr23	chr23	1136	1019	7409	7347
HAP1_chr24	HAP2_chr24	chr24	687	614	5149	5170
HAP1_chr24	HAP3_chr24	chr24	501	638	5149	5290
HAP1_chr24	HAP4_chr24	chr24	400	1261	5149	6008
HAP2_chr24	HAP3_chr24	chr24	575	724	5170	5290
HAP2_chr24	HAP4_chr24	chr24	493	1338	5170	6008
HAP3_chr24	HAP4_chr24	chr24	475	1189	5290	6008
HAP1_chr25	HAP2_chr25	chr25	1628	1043	7655	7085
HAP1_chr25	HAP3_chr25	chr25	1956	1466	7655	7506
HAP1_chr25	HAP4_chr25	chr25	1016	3429	7655	9987
HAP2_chr25	HAP3_chr25	chr25	963	1368	7085	7506
HAP2_chr25	HAP4_chr25	chr25	887	3781	7085	9987
HAP3_chr25	HAP4_chr25	chr25	1189	3744	7506	9987
