unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b
HAP1_chr12	HAP3_chr12	chr12	2254	1868	9931	9583
HAP1_chr12	HAP4_chr12	chr12	1278	303	9931	8956
HAP2_chr12	HAP3_chr12	chr12	1149	915	9810	9583
HAP2_chr12	HAP4_chr12	chr12	2617	1792	9810	8956
HAP3_chr12	HAP4_chr12	chr12	2586	1996	9583	8956
HAP1_chr13	HAP2_chr13	chr13	1916	1792	9189	9062
HAP1_chr13	HAP3_chr13	chr13	3032	630	9189	6731
HAP1_chr13	HAP4_chr13	chr13	1403	2051	9189	9803
HAP2_chr13	HAP3_chr13	chr13	2904	649	9062	6731
HAP2_chr13	HAP4_chr13	chr13	938	1707	9062	9803
HAP3_chr13	HAP4_chr13	chr13	670	3714	6731	9803
HAP1_chr14	HAP2_chr14	chr14	658	1594	7812	8610
HAP1_chr14	HAP3_chr14	chr14	2131	808	7812	6553
HAP1_chr14	HAP4_chr14	chr14	1599	1328	7812	7605
HAP2_chr14	HAP3_chr14	chr14	2796	625	8610	6553
HAP2_chr14	HAP4_chr14	chr14	2153	1040	8610	7605
HAP3_chr14	HAP4_chr14	chr14	650	1707	6553	7605
HAP1_chr15	HAP2_chr15	chr15	853	1299	6940	7379
HAP1_chr15	HAP3_chr15	chr15	995	1159	6940	7103
HAP1_chr15	HAP4_chr15	chr15	1077	831	6940	6693
HAP2_chr15	HAP3_chr15	chr15	1100	818	7379	7103
HAP2_chr15	HAP4_chr15	chr15	1264	572	7379	6693
HAP3_chr15	HAP4_chr15	chr15	1262	850	7103	6693
HAP1_chr16	HAP2_chr16	chr16	770	955	7403	7582
HAP1_chr16	HAP3_chr16	chr16	960	1310	7403	7746
HAP1_chr16	HAP4_chr16	chr16	1241	620	7403	6782
HAP2_chr16	HAP3_chr16	chr16	836	1000	7582	7746
HAP2_chr16	HAP4_chr16	chr16	1223	423	7582	6782
HAP3_chr16	HAP4_chr16	chr16	1614	643	7746	6782
HAP1_chr17	HAP2_chr17	chr17	544	810	7067	7336
HAP1_chr17	HAP3_chr17	chr17	2091	367	7067	5344
HAP1_chr17	HAP4_chr17	chr17	1958	1057	7067	6186
HAP2_chr17	HAP3_chr17	chr17	2301	311	7336	5344
HAP2_chr17	HAP4_chr17	chr17	2185	1013	7336	6186
HAP3_chr17	HAP4_chr17	chr17	563	1403	5344	6186
HAP1_chr18	HAP2_chr18	chr18	1799	1088	7019	6308
HAP1_chr18	HAP3_chr18	chr18	2256	374	7019	5142
HAP1_chr18	HAP4_chr18	chr18	1418	830	7019	6561
HAP2_chr18	HAP3_chr18	chr18	1394	228	6308	5142
HAP2_chr18	HAP4_chr18	chr18	1158	1426	6308	6561
HAP3_chr18	HAP4_chr18	chr18	414	1835	5142	6561
HAP1_chr19	HAP2_chr19	chr19	268	898	4248	4877
HAP1_chr19	HAP3_chr19	chr19	569	593	4248	4275
HAP1_chr19	HAP4_chr19	chr19	317	862	4248	4799
HAP2_chr19	HAP3_chr19	chr19	1110	445	4877	4275
HAP2_chr19	HAP4_chr19	chr19	629	551	4877	4799
HAP3_chr19	HAP4_chr19	chr19	575	1143	4275	4799
