unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr11	HAP3_chr11	chr11	3584	1022	13265	10711	0.192109	0.099940
HAP1_chr11	HAP4_chr11	chr11	3434	1319	13265	11149	0.194683	0.105515
HAP2_chr11	HAP3_chr11	chr11	223	3013	7914	10711	0.173745	0.078789
HAP2_chr11	HAP4_chr11	chr11	288	3525	7914	11149	0.200021	0.093284
HAP3_chr11	HAP4_chr11	chr11	1267	1713	10711	11149	0.136322	0.129283
HAP1_chr12	HAP2_chr12	chr12	2000	1848	9931	9810	0.194924	0.047442
HAP1_chr12	HAP3_chr12	chr12	2254	1868	9931	9583	0.211233	0.141412
HAP1_chr12	HAP4_chr12	chr12	1278	303	9931	8956	0.083708	0.139906
HAP2_chr12	HAP3_chr12	chr12	1149	915	9810	9583	0.106430	0.159779
HAP2_chr12	HAP4_chr12	chr12	2617	1792	9810	8956	0.234946	0.076721
HAP3_chr12	HAP4_chr12	chr12	2586	1996	9583	8956	0.247155	0.101929
HAP1_chr13	HAP2_chr13	chr13	1916	1792	9189	9062	0.203167	0.121403
HAP1_chr13	HAP3_chr13	chr13	3032	630	9189	6731	0.230025	0.203459
HAP1_chr13	HAP4_chr13	chr13	1403	2051	9189	9803	0.181866	0.162476
HAP2_chr13	HAP3_chr13	chr13	2904	649	9062	6731	0.224973	0.080548
HAP2_chr13	HAP4_chr13	chr13	938	1707	9062	9803	0.140207	0.134461
HAP3_chr13	HAP4_chr13	chr13	670	3714	6731	9803	0.265151	0.108705
HAP1_chr14	HAP2_chr14	chr14	658	1594	7812	8610	0.137133	0.029190
HAP1_chr14	HAP3_chr14	chr14	2131	808	7812	6553	0.204595	0.084993
HAP1_chr14	HAP4_chr14	chr14	1599	1328	7812	7605	0.189855	0.184510
HAP2_chr14	HAP3_chr14	chr14	2796	625	8610	6553	0.225615	0.072718
HAP2_chr14	HAP4_chr14	chr14	2153	1040	8610	7605	0.196916	0.031238
HAP3_chr14	HAP4_chr14	chr14	650	1707	6553	7605	0.166478	0.067521
HAP1_chr15	HAP2_chr15	chr15	853	1299	6940	7379	0.150290	0.135735
HAP1_chr15	HAP3_chr15	chr15	995	1159	6940	7103	0.153386	0.166075
HAP1_chr15	HAP4_chr15	chr15	1077	831	6940	6693	0.139955	0.148037
HAP2_chr15	HAP3_chr15	chr15	1100	818	7379	7103	0.132440	0.071174
HAP2_chr15	HAP4_chr15	chr15	1264	572	7379	6693	0.130472	0.118657
HAP3_chr15	HAP4_chr15	chr15	1262	850	7103	6693	0.153088	0.121362
HAP1_chr16	HAP2_chr16	chr16	770	955	7403	7582	0.115115	0.067625
HAP1_chr16	HAP3_chr16	chr16	960	1310	7403	7746	0.149845	0.113978
HAP1_chr16	HAP4_chr16	chr16	1241	620	7403	6782	0.131195	0.132965
HAP2_chr16	HAP3_chr16	chr16	836	1000	7582	7746	0.119781	0.101604
HAP2_chr16	HAP4_chr16	chr16	1223	423	7582	6782	0.114592	0.204278
HAP3_chr16	HAP4_chr16	chr16	1614	643	7746	6782	0.155355	0.038982
HAP1_chr17	HAP2_chr17	chr17	544	810	7067	7336	0.094008	0.098930
HAP1_chr17	HAP3_chr17	chr17	2091	367	7067	5344	0.198050	0.117642
HAP1_chr17	HAP4_chr17	chr17	1958	1057	7067	6186	0.227496	0.084767
HAP2_chr17	HAP3_chr17	chr17	2301	311	7336	5344	0.205994	0.061623
HAP2_chr17	HAP4_chr17	chr17	2185	1013	7336	6186	0.236503	0.037937
HAP3_chr17	HAP4_chr17	chr17	563	1403	5344	6186	0.170512	0.151572
HAP1_chr18	HAP2_chr18	chr18	1799	1088	7019	6308	0.216628	0.157993
HAP1_chr18	HAP3_chr18	chr18	2256	374	7019	5142	0.216265	0.114127
HAP1_chr18	HAP4_chr18	chr18	1418	830	7019	6561	0.165538	0.045220
HAP2_chr18	HAP3_chr18	chr18	1394	228	6308	5142	0.141659	0.269300
HAP2_chr18	HAP4_chr18	chr18	1158	1426	6308	6561	0.200793	0.047186
HAP3_chr18	HAP4_chr18	chr18	414	1835	5142	6561	0.192173	0.177077
HAP1_chr19	HAP2_chr19	chr19	268	898	4248	4877	0.127781	0.097497
HAP1_chr19	HAP3_chr19	chr19	569	593	4248	4275	0.136337	0.083731
HAP1_chr19	HAP4_chr19	chr19	317	862	4248	4799	0.130319	0.091322
HAP2_chr19	HAP3_chr19	chr19	1110	445	4877	4275	0.169908	0.111559
HAP2_chr19	HAP4_chr19	chr19	629	551	4877	4799	0.121951	0.081440
HAP3_chr19	HAP4_chr19	chr19	575	1143	4275	4799	0.189332	0.094481
