chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr09	chr11	0.143739	0.434	0.667877	0.935051	False
chr11	chr15	0.143891	0.464	0.678694	0.935051	False
chr04	chr12	0.143975	0.480	0.684552	0.935051	False
chr08	chr10	0.143993	0.484	0.685795	0.935051	False
chr06	chr16	0.144146	0.514	0.696394	0.935051	False
chr01	chr13	0.144276	0.540	0.705285	0.935051	False
chr03	chr13	0.144358	0.556	0.710829	0.935051	False
chr05	chr08	0.144405	0.565	0.713984	0.935051	False
chr05	chr13	0.144412	0.566	0.714422	0.935051	False
chr05	chr11	0.144481	0.580	0.718998	0.935051	False
chr08	chr11	0.144649	0.613	0.730084	0.935051	False
chr13	chr14	0.144664	0.616	0.731025	0.935051	False
chr08	chr15	0.144847	0.652	0.742753	0.935051	False
chr01	chr07	0.144883	0.659	0.745058	0.935051	False
chr01	chr11	0.145067	0.695	0.756544	0.935051	False
chr03	chr11	0.145216	0.724	0.765578	0.935051	False
chr11	chr16	0.145371	0.755	0.774836	0.935051	False
chr02	chr06	0.145393	0.759	0.776165	0.935051	False
chr02	chr09	0.145534	0.787	0.784341	0.935051	False
chr08	chr14	0.145777	0.835	0.79808	0.935051	False
chr02	chr12	0.146078	0.894	0.814298	0.935051	False
chr09	chr16	0.146131	0.904	0.817083	0.935051	False
chr02	chr10	0.146289	0.935	0.825219	0.935051	False
chr08	chr16	0.146710	1.018	0.845712	0.935051	False
chr02	chr07	0.146720	1.020	0.846144	0.935051	False
chr15	chr16	0.146810	1.038	0.850304	0.935051	False
chr02	chr15	0.146962	1.068	0.85716	0.935051	False
chr04	chr07	0.147266	1.127	0.87021	0.935051	False
chr02	chr05	0.147269	1.128	0.870361	0.935051	False
chr01	chr02	0.147307	1.135	0.871903	0.935051	False
chr02	chr03	0.147326	1.139	0.872714	0.935051	False
chr04	chr08	0.147828	1.238	0.892141	0.940995	False
chr02	chr08	0.147878	1.248	0.893945	0.940995	False
chr02	chr11	0.148210	1.313	0.905417	0.942016	False
chr02	chr14	0.148443	1.359	0.912893	0.942016	False
chr14	chr16	0.148626	1.395	0.918465	0.942016	False
chr02	chr16	0.148928	1.454	0.927064	0.942777	False
chr01	chr16	0.149842	1.634	0.948862	0.956835	False
chr04	chr16	0.150679	1.799	0.963952	0.963952	False
