chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr11	HAP2_chr11	HAP3_chr11	HAP2	HAP3	0.005079	False
chr11	HAP2_chr11	HAP4_chr11	HAP2	HAP4	0.019683	False
chr11	HAP3_chr11	HAP4_chr11	HAP3	HAP4	0.019844	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.020993	False
chr12	HAP1_chr12	HAP3_chr12	HAP1	HAP3	0.006192	False
chr12	HAP1_chr12	HAP4_chr12	HAP1	HAP4	0.021733	False
chr12	HAP2_chr12	HAP3_chr12	HAP2	HAP3	0.020980	False
chr12	HAP2_chr12	HAP4_chr12	HAP2	HAP4	0.011194	False
chr12	HAP3_chr12	HAP4_chr12	HAP3	HAP4	0.021584	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.020758	False
chr13	HAP1_chr13	HAP3_chr13	HAP1	HAP3	0.019550	False
chr13	HAP1_chr13	HAP4_chr13	HAP1	HAP4	0.004555	False
chr13	HAP2_chr13	HAP3_chr13	HAP2	HAP3	0.013957	False
chr13	HAP2_chr13	HAP4_chr13	HAP2	HAP4	0.020576	False
chr13	HAP3_chr13	HAP4_chr13	HAP3	HAP4	0.019367	False
