,HAP1_chr01,HAP1_chr03,HAP1_chr02,HAP1_chr04,HAP1_chr06,HAP1_chr05,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP3_chr01,HAP3_chr02,HAP3_chr03,HAP3_chr04,HAP3_chr05,HAP3_chr06,HAP3_chr07,HAP3_chr08,HAP3_chr09,HAP3_chr10,HAP3_chr11,HAP3_chr12,HAP3_chr13,HAP4_chr01,HAP4_chr02,HAP4_chr03,HAP4_chr04,HAP4_chr05,HAP4_chr06,HAP4_chr07,HAP4_chr08,HAP4_chr09,HAP4_chr10,HAP4_chr11,HAP4_chr12,HAP4_chr13
HAP1_chr11,0.109727,0.111734,0.109880,0.111779,0.113097,0.115139,0.111998,0.113644,0.113054,0.117699,0.000000,0.115397,0.116055,0.110500,0.110376,0.111134,0.111368,0.114995,0.112864,0.112633,0.113431,0.113315,0.117019,0.019703,0.114694,0.115819,0.109641,0.109902,0.111330,0.112059,0.114596,0.111723,0.113139,0.114201,0.113592,0.117024,0.019709,0.114412,0.116921,0.109877,0.109364,0.111213,0.111297,0.114795,0.111557,0.112968,0.113168,0.113791,0.117081,0.009723,0.115156,0.116606
HAP1_chr12,0.104847,0.103976,0.104153,0.104923,0.107556,0.108281,0.109721,0.107094,0.107524,0.111877,0.115397,0.000000,0.109423,0.102507,0.103234,0.106534,0.107790,0.108920,0.107427,0.106333,0.108897,0.111102,0.110768,0.111663,0.020993,0.113490,0.103652,0.103118,0.103611,0.104879,0.108744,0.108268,0.108721,0.108183,0.108262,0.113563,0.111416,0.006192,0.114310,0.103205,0.104856,0.106375,0.107831,0.111340,0.109562,0.106830,0.111111,0.108703,0.113345,0.114944,0.021733,0.109869
HAP1_chr13,0.105784,0.104631,0.105895,0.105213,0.107567,0.108361,0.110305,0.106704,0.110062,0.111092,0.116055,0.109423,0.000000,0.103944,0.103777,0.108071,0.108755,0.108751,0.107078,0.107462,0.107846,0.112129,0.110453,0.111498,0.112641,0.020758,0.104772,0.103705,0.104115,0.105288,0.109692,0.108745,0.109350,0.106842,0.108112,0.115207,0.111463,0.109121,0.019550,0.104188,0.106367,0.107927,0.109312,0.112862,0.110171,0.107733,0.110087,0.108499,0.115383,0.116144,0.113571,0.004555
HAP2_chr01,0.023420,0.093481,0.092248,0.094713,0.098018,0.102311,0.100958,0.100291,0.101675,0.105568,0.110500,0.102507,0.103944,0.000000,0.091616,0.095440,0.097096,0.102782,0.097692,0.099458,0.102299,0.106341,0.105174,0.107017,0.106485,0.108063,0.020832,0.091385,0.093530,0.094544,0.102867,0.098360,0.100688,0.102220,0.102244,0.109160,0.106711,0.101336,0.108410,0.009511,0.093514,0.095571,0.096915,0.106331,0.098998,0.099688,0.105010,0.102574,0.109521,0.109859,0.106594,0.104607
HAP2_chr02,0.092428,0.094255,0.022180,0.094929,0.097757,0.101965,0.100743,0.100236,0.101391,0.105992,0.110376,0.103234,0.103777,0.091616,0.000000,0.096187,0.097886,0.101998,0.097870,0.098904,0.101845,0.105770,0.104795,0.106283,0.107246,0.109398,0.092246,0.006790,0.094138,0.094942,0.102993,0.098513,0.100847,0.100959,0.101585,0.108937,0.106004,0.103049,0.109224,0.091661,0.023960,0.096268,0.097726,0.105413,0.099201,0.099580,0.103898,0.102301,0.109328,0.109938,0.106956,0.104481
HAP2_chr03,0.094503,0.020270,0.095592,0.100101,0.102048,0.105941,0.102160,0.104428,0.104735,0.109866,0.111134,0.106534,0.108071,0.095440,0.096187,0.000000,0.099505,0.105749,0.102393,0.102825,0.104893,0.106724,0.109007,0.111691,0.107684,0.108376,0.094188,0.095721,0.020115,0.100123,0.104679,0.100508,0.103549,0.105607,0.106408,0.109007,0.111045,0.106294,0.108759,0.095711,0.095513,0.008783,0.100126,0.106532,0.100515,0.102772,0.105047,0.107058,0.110001,0.110769,0.107551,0.108550
HAP2_chr04,0.095978,0.099636,0.097539,0.022076,0.102703,0.106788,0.102948,0.104844,0.103844,0.109538,0.111368,0.107790,0.108755,0.097096,0.097886,0.099505,0.000000,0.106884,0.102902,0.103625,0.105646,0.106097,0.108269,0.110905,0.107714,0.109407,0.095633,0.097740,0.099480,0.021645,0.105526,0.101174,0.104018,0.106274,0.105826,0.109455,0.110361,0.107487,0.109356,0.097088,0.096878,0.099378,0.014144,0.107093,0.101251,0.103701,0.105498,0.106468,0.110235,0.110724,0.108286,0.108999
HAP2_chr05,0.104227,0.103410,0.102635,0.103509,0.106198,0.011430,0.108734,0.106872,0.107595,0.110592,0.114995,0.108920,0.108751,0.102782,0.101998,0.105749,0.106884,0.000000,0.106356,0.106150,0.107667,0.111273,0.109693,0.111435,0.111576,0.113766,0.103762,0.102128,0.103327,0.103718,0.016976,0.107629,0.107614,0.108109,0.106921,0.114296,0.110612,0.108580,0.113456,0.103001,0.104350,0.105887,0.106715,0.019195,0.108885,0.106381,0.109265,0.107133,0.115111,0.115050,0.111915,0.109281
HAP2_chr06,0.098913,0.099665,0.099117,0.100669,0.005844,0.105805,0.105756,0.104327,0.106303,0.109419,0.112864,0.107427,0.107078,0.097692,0.097870,0.102393,0.102902,0.106356,0.000000,0.103821,0.105882,0.109176,0.108678,0.109328,0.110459,0.111957,0.098131,0.097530,0.099525,0.100717,0.106635,0.019532,0.105913,0.105288,0.105581,0.112536,0.109233,0.106769,0.111831,0.098145,0.100249,0.101989,0.103016,0.108742,0.021024,0.103712,0.108700,0.106105,0.113247,0.113321,0.110683,0.107532
HAP2_chr07,0.100296,0.100207,0.100023,0.099947,0.103238,0.105641,0.021814,0.102892,0.105898,0.107556,0.112633,0.106333,0.107462,0.099458,0.098904,0.102825,0.103625,0.106150,0.103821,0.000000,0.105593,0.109343,0.107002,0.109218,0.109894,0.112142,0.099397,0.098744,0.100155,0.100508,0.106316,0.104849,0.018656,0.104728,0.105246,0.112297,0.108348,0.105288,0.110694,0.099487,0.101230,0.103155,0.103762,0.108932,0.105301,0.006393,0.106745,0.105954,0.112637,0.112466,0.111117,0.108000
HAP2_chr08,0.103231,0.103098,0.102145,0.103092,0.105513,0.107641,0.106407,0.019530,0.106357,0.109707,0.113431,0.108897,0.107846,0.102299,0.101845,0.104893,0.105646,0.107667,0.105882,0.105593,0.000000,0.108965,0.109423,0.111482,0.109719,0.111293,0.102438,0.101736,0.102762,0.103087,0.107157,0.106383,0.107320,0.018770,0.107366,0.112955,0.111140,0.108705,0.110966,0.103194,0.102954,0.104646,0.106053,0.110170,0.107027,0.105681,0.018008,0.107733,0.113178,0.112754,0.110761,0.107951
HAP2_chr09,0.104475,0.107258,0.105948,0.106838,0.108778,0.111055,0.109351,0.109309,0.019098,0.114028,0.113315,0.111102,0.112129,0.106341,0.105770,0.106724,0.106097,0.111273,0.109176,0.109343,0.108965,0.000000,0.112361,0.114066,0.111599,0.113232,0.104193,0.106029,0.106594,0.106776,0.110673,0.108438,0.109014,0.109942,0.020721,0.113170,0.113772,0.111551,0.113339,0.105485,0.104903,0.106685,0.106720,0.111426,0.108140,0.109333,0.108904,0.020750,0.113635,0.113660,0.112087,0.112072
HAP2_chr10,0.106650,0.105626,0.105641,0.106004,0.108162,0.110082,0.109242,0.108058,0.109897,0.006458,0.117019,0.110768,0.110453,0.105174,0.104795,0.109007,0.108269,0.109693,0.108678,0.107002,0.109423,0.112361,0.000000,0.113343,0.114059,0.115015,0.105778,0.104692,0.105527,0.105840,0.110763,0.108783,0.109476,0.109169,0.109251,0.015988,0.112791,0.109680,0.114639,0.105590,0.106623,0.108902,0.108327,0.113611,0.109950,0.107098,0.111883,0.109683,0.018504,0.117248,0.114087,0.111232
HAP2_chr11,0.109717,0.107795,0.107444,0.108489,0.109262,0.110642,0.111294,0.110875,0.111371,0.114024,0.019703,0.111663,0.111498,0.107017,0.106283,0.111691,0.110905,0.111435,0.109328,0.109218,0.111482,0.114066,0.113343,0.000000,0.114890,0.116048,0.108691,0.106444,0.107770,0.108353,0.111732,0.110854,0.111024,0.111160,0.109701,0.116975,0.005079,0.111284,0.116389,0.106656,0.108490,0.111802,0.111489,0.114252,0.111548,0.109926,0.113696,0.110566,0.117858,0.019683,0.115717,0.112903
HAP2_chr12,0.105728,0.108700,0.106763,0.107988,0.110407,0.111690,0.110262,0.109965,0.109484,0.114878,0.114694,0.020993,0.112641,0.106485,0.107246,0.107684,0.107714,0.111576,0.110459,0.109894,0.109719,0.111599,0.114059,0.114890,0.000000,0.114455,0.105313,0.106916,0.108085,0.108697,0.111181,0.109297,0.111869,0.111439,0.111284,0.114892,0.114936,0.020980,0.114968,0.106864,0.106108,0.107042,0.108078,0.111789,0.109588,0.110635,0.109964,0.111834,0.113617,0.114014,0.011194,0.113189
HAP2_chr13,0.107506,0.109493,0.108872,0.110323,0.111528,0.113340,0.111086,0.111794,0.111795,0.115723,0.115819,0.113490,0.020758,0.108063,0.109398,0.108376,0.109407,0.113766,0.111957,0.112142,0.111293,0.113232,0.115015,0.116048,0.114455,0.000000,0.106961,0.109163,0.108773,0.110670,0.113201,0.110461,0.111369,0.112864,0.112721,0.114766,0.116033,0.113659,0.013957,0.108528,0.108015,0.108130,0.110021,0.114013,0.109896,0.112038,0.111988,0.113175,0.115251,0.115869,0.114437,0.020576
HAP3_chr01,0.013989,0.094810,0.092093,0.095902,0.098322,0.104218,0.099556,0.102245,0.101246,0.106888,0.109641,0.103652,0.104772,0.020832,0.092246,0.094188,0.095633,0.103762,0.098131,0.099397,0.102438,0.104193,0.105778,0.108691,0.105313,0.106961,0.000000,0.092358,0.094468,0.095900,0.103465,0.097779,0.100166,0.103420,0.102688,0.107289,0.108217,0.103113,0.107318,0.023382,0.091560,0.093900,0.095288,0.105013,0.097846,0.100191,0.103693,0.103152,0.107947,0.108857,0.105659,0.105169
HAP3_chr02,0.092858,0.094081,0.022671,0.094948,0.097501,0.101921,0.100577,0.099661,0.101417,0.105932,0.109902,0.103118,0.103705,0.091385,0.006790,0.095721,0.097740,0.102128,0.097530,0.098744,0.101736,0.106029,0.104692,0.106444,0.106916,0.109163,0.092358,0.000000,0.093854,0.095035,0.102481,0.098667,0.100856,0.100959,0.101883,0.109405,0.106385,0.102546,0.109365,0.091568,0.024386,0.096017,0.097597,0.105484,0.099055,0.099400,0.103914,0.102543,0.109618,0.109801,0.106524,0.104500
HAP3_chr03,0.095255,0.003841,0.094842,0.097202,0.099327,0.103017,0.102174,0.101309,0.103521,0.106552,0.111330,0.103611,0.104115,0.093530,0.094138,0.020115,0.099480,0.103327,0.099525,0.100155,0.102762,0.106594,0.105527,0.107770,0.108085,0.108773,0.094468,0.093854,0.000000,0.097350,0.102467,0.100871,0.102387,0.102384,0.103090,0.110090,0.107235,0.103591,0.108980,0.093953,0.095988,0.020050,0.100388,0.106518,0.101530,0.100822,0.106159,0.103748,0.110753,0.110619,0.107775,0.104651
HAP3_chr04,0.096382,0.097209,0.096809,0.006497,0.100079,0.103634,0.103406,0.102223,0.102995,0.106284,0.112059,0.104879,0.105288,0.094544,0.094942,0.100123,0.021645,0.103718,0.100717,0.100508,0.103087,0.106776,0.105840,0.108353,0.108697,0.110670,0.095900,0.095035,0.097350,0.000000,0.104076,0.101542,0.102656,0.103390,0.102545,0.110804,0.107949,0.104101,0.109689,0.095053,0.097094,0.100247,0.023557,0.107201,0.102586,0.100867,0.106072,0.103315,0.110541,0.111608,0.108867,0.105712
HAP3_chr05,0.104007,0.102785,0.102718,0.104451,0.106623,0.012581,0.108175,0.106044,0.107074,0.111343,0.114596,0.108744,0.109692,0.102867,0.102993,0.104679,0.105526,0.016976,0.106635,0.106316,0.107157,0.110673,0.110763,0.111732,0.111181,0.113201,0.103465,0.102481,0.102467,0.104076,0.000000,0.107018,0.107566,0.107820,0.107506,0.114200,0.112049,0.108866,0.112837,0.103271,0.103828,0.104525,0.105740,0.020956,0.108363,0.105954,0.109315,0.107959,0.115277,0.114845,0.111665,0.109424
HAP3_chr06,0.098202,0.100868,0.097949,0.101461,0.020024,0.108023,0.104184,0.106224,0.105346,0.109383,0.111723,0.108268,0.108745,0.098360,0.098513,0.100508,0.101174,0.107629,0.019532,0.104849,0.106383,0.108438,0.108783,0.110854,0.109297,0.110461,0.097779,0.098667,0.100871,0.101542,0.107018,0.000000,0.105137,0.107315,0.107272,0.110422,0.110623,0.107513,0.110477,0.098760,0.098160,0.100517,0.101818,0.107513,0.014790,0.104647,0.106677,0.107628,0.111376,0.112098,0.109192,0.109495
HAP3_chr07,0.100809,0.102914,0.100302,0.102719,0.106290,0.107782,0.020297,0.106023,0.106074,0.109801,0.113139,0.108721,0.109350,0.100688,0.100847,0.103549,0.104018,0.107614,0.105913,0.018656,0.107320,0.109014,0.109476,0.111024,0.111869,0.111369,0.100166,0.100856,0.102387,0.102656,0.107566,0.105137,0.000000,0.107434,0.107321,0.112383,0.110839,0.108126,0.111554,0.100452,0.101543,0.103747,0.103687,0.110726,0.105167,0.019361,0.108228,0.107431,0.112489,0.112839,0.111436,0.110326
HAP3_chr08,0.104593,0.102284,0.102693,0.102821,0.105203,0.107109,0.107592,0.007294,0.106545,0.109159,0.114201,0.108183,0.106842,0.102220,0.100959,0.105607,0.106274,0.108109,0.105288,0.104728,0.018770,0.109942,0.109169,0.111160,0.111439,0.112864,0.103420,0.100959,0.102384,0.103390,0.107820,0.107315,0.107434,0.000000,0.106354,0.114102,0.110314,0.107320,0.112053,0.102031,0.103803,0.105188,0.106666,0.110881,0.108341,0.104548,0.020572,0.107017,0.114169,0.113735,0.112354,0.107796
HAP3_chr09,0.103662,0.103448,0.103495,0.102402,0.105581,0.107108,0.108077,0.105255,0.020058,0.109890,0.113592,0.108262,0.108112,0.102244,0.101585,0.106408,0.105826,0.106921,0.105581,0.105246,0.107366,0.020721,0.109251,0.109701,0.111284,0.112721,0.102688,0.101883,0.103090,0.102545,0.107506,0.107272,0.107321,0.106354,0.000000,0.112730,0.109182,0.107346,0.112315,0.101965,0.103678,0.106789,0.106082,0.110073,0.108605,0.105500,0.108610,0.005315,0.113101,0.113053,0.111074,0.109351
HAP3_chr10,0.107518,0.110062,0.108770,0.110935,0.112373,0.114750,0.111552,0.113591,0.111721,0.018414,0.117024,0.113563,0.115207,0.109160,0.108937,0.109007,0.109455,0.114296,0.112536,0.112297,0.112955,0.113170,0.015988,0.116975,0.114892,0.114766,0.107289,0.109405,0.110090,0.110804,0.114200,0.110422,0.112383,0.114102,0.112730,0.000000,0.116517,0.113716,0.115819,0.108785,0.107675,0.109829,0.109482,0.113891,0.110243,0.112200,0.112557,0.113311,0.007908,0.117159,0.114928,0.115588
HAP3_chr11,0.109472,0.107054,0.107299,0.107636,0.108805,0.110249,0.111205,0.110380,0.110656,0.113394,0.019709,0.111416,0.111463,0.106711,0.106004,0.111045,0.110361,0.110612,0.109233,0.108348,0.111140,0.113772,0.112791,0.005079,0.114936,0.116033,0.108217,0.106385,0.107235,0.107949,0.112049,0.110623,0.110839,0.110314,0.109182,0.116517,0.000000,0.110425,0.115639,0.106559,0.108130,0.110832,0.110969,0.113734,0.111647,0.109068,0.113046,0.109768,0.117321,0.019844,0.115814,0.112565
HAP3_chr12,0.104565,0.103607,0.103747,0.103768,0.106830,0.108180,0.109532,0.106135,0.107220,0.110500,0.114412,0.006192,0.109121,0.101336,0.103049,0.106294,0.107487,0.108580,0.106769,0.105288,0.108705,0.111551,0.109680,0.111284,0.020980,0.113659,0.103113,0.102546,0.103591,0.104101,0.108866,0.107513,0.108126,0.107320,0.107346,0.113716,0.110425,0.000000,0.113696,0.102187,0.105109,0.106185,0.107205,0.111294,0.108940,0.106051,0.110267,0.107554,0.113714,0.114859,0.021584,0.109689
HAP3_chr13,0.107842,0.109229,0.109244,0.109828,0.111367,0.113456,0.110507,0.110861,0.111897,0.115121,0.116921,0.114310,0.019550,0.108410,0.109224,0.108759,0.109356,0.113456,0.111831,0.110694,0.110966,0.113339,0.114639,0.116389,0.114968,0.013957,0.107318,0.109365,0.108980,0.109689,0.112837,0.110477,0.111554,0.112053,0.112315,0.115819,0.115639,0.113696,0.000000,0.108756,0.108181,0.108561,0.109540,0.114305,0.111530,0.111335,0.110964,0.113371,0.116299,0.115850,0.114886,0.019367
HAP4_chr01,0.023189,0.094275,0.092554,0.094974,0.098456,0.102566,0.100959,0.101062,0.101866,0.106482,0.109877,0.103205,0.104188,0.009511,0.091661,0.095711,0.097088,0.103001,0.098145,0.099487,0.103194,0.105485,0.105590,0.106656,0.106864,0.108528,0.023382,0.091568,0.093953,0.095053,0.103271,0.098760,0.100452,0.102031,0.101965,0.108785,0.106559,0.102187,0.108756,0.000000,0.093409,0.095431,0.096918,0.106331,0.098953,0.099763,0.105042,0.102620,0.109645,0.109758,0.106818,0.104994
HAP4_chr02,0.092464,0.096377,0.022910,0.097234,0.099665,0.104195,0.100717,0.102438,0.102385,0.107818,0.109364,0.104856,0.106367,0.093514,0.023960,0.095513,0.096878,0.104350,0.100249,0.101230,0.102954,0.104903,0.106623,0.108490,0.106108,0.108015,0.091560,0.024386,0.095988,0.097094,0.103828,0.098160,0.101543,0.103803,0.103678,0.107675,0.108130,0.105109,0.108181,0.093409,0.000000,0.095535,0.096940,0.105024,0.098179,0.101647,0.103694,0.103995,0.108464,0.109092,0.106176,0.106659
HAP4_chr03,0.094511,0.019972,0.096127,0.099727,0.101788,0.105759,0.102730,0.104311,0.104681,0.110191,0.111213,0.106375,0.107927,0.095571,0.096268,0.008783,0.099378,0.105887,0.101989,0.103155,0.104646,0.106685,0.108902,0.111802,0.107042,0.108130,0.093900,0.096017,0.020050,0.100247,0.104525,0.100517,0.103747,0.105188,0.106789,0.109829,0.110832,0.106185,0.108561,0.095431,0.095535,0.000000,0.100226,0.106119,0.100161,0.103408,0.105014,0.106917,0.110528,0.110582,0.107187,0.108484
HAP4_chr04,0.096285,0.100318,0.096702,0.023263,0.103110,0.107336,0.103258,0.105580,0.103639,0.109558,0.111297,0.107831,0.109312,0.096915,0.097726,0.100126,0.014144,0.106715,0.103016,0.103762,0.106053,0.106720,0.108327,0.111489,0.108078,0.110021,0.095288,0.097597,0.100388,0.023557,0.105740,0.101818,0.103687,0.106666,0.106082,0.109482,0.110969,0.107205,0.109540,0.096918,0.096940,0.100226,0.000000,0.107107,0.101904,0.103969,0.106241,0.106814,0.110206,0.111936,0.107937,0.109207
HAP4_chr05,0.105231,0.106868,0.105086,0.106505,0.108401,0.022493,0.109296,0.110063,0.109355,0.114462,0.114795,0.111340,0.112862,0.106331,0.105413,0.106532,0.107093,0.019195,0.108742,0.108932,0.110170,0.111426,0.113611,0.114252,0.111789,0.114013,0.105013,0.105484,0.106518,0.107201,0.020956,0.107513,0.110726,0.110881,0.110073,0.113891,0.113734,0.111294,0.114305,0.106331,0.105024,0.106119,0.107107,0.000000,0.108121,0.109752,0.110179,0.110085,0.114795,0.114842,0.112812,0.113228
HAP4_chr06,0.097980,0.101751,0.098600,0.102196,0.020703,0.108852,0.104452,0.106612,0.106048,0.110567,0.111557,0.109562,0.110171,0.098998,0.099201,0.100515,0.101251,0.108885,0.021024,0.105301,0.107027,0.108140,0.109950,0.111548,0.109588,0.109896,0.097846,0.099055,0.101530,0.102586,0.108363,0.014790,0.105167,0.108341,0.108605,0.110243,0.111647,0.108940,0.111530,0.098953,0.098179,0.100161,0.101904,0.108121,0.000000,0.104598,0.107058,0.108371,0.111192,0.112095,0.109574,0.110516
HAP4_chr07,0.100528,0.100777,0.100081,0.100414,0.103395,0.106002,0.021419,0.103139,0.105210,0.107237,0.112968,0.106830,0.107733,0.099688,0.099580,0.102772,0.103701,0.106381,0.103712,0.006393,0.105681,0.109333,0.107098,0.109926,0.110635,0.112038,0.100191,0.099400,0.100822,0.100867,0.105954,0.104647,0.019361,0.104548,0.105500,0.112200,0.109068,0.106051,0.111335,0.099763,0.101647,0.103408,0.103969,0.109752,0.104598,0.000000,0.107121,0.105897,0.112532,0.113271,0.111882,0.108293
HAP4_chr08,0.103731,0.106057,0.103553,0.106503,0.108495,0.109342,0.106107,0.021197,0.107474,0.113093,0.113168,0.111111,0.110087,0.105010,0.103898,0.105047,0.105498,0.109265,0.108700,0.106745,0.018008,0.108904,0.111883,0.113696,0.109964,0.111988,0.103693,0.103914,0.106159,0.106072,0.109315,0.106677,0.108228,0.020572,0.108610,0.112557,0.113046,0.110267,0.110964,0.105042,0.103694,0.105014,0.106241,0.110179,0.107058,0.107121,0.000000,0.108918,0.113155,0.113548,0.111919,0.111103
HAP4_chr09,0.104059,0.103911,0.103689,0.103214,0.105960,0.107124,0.108320,0.106098,0.020130,0.110267,0.113791,0.108703,0.108499,0.102574,0.102301,0.107058,0.106468,0.107133,0.106105,0.105954,0.107733,0.020750,0.109683,0.110566,0.111834,0.113175,0.103152,0.102543,0.103748,0.103315,0.107959,0.107628,0.107431,0.107017,0.005315,0.113311,0.109768,0.107554,0.113371,0.102620,0.103995,0.106917,0.106814,0.110085,0.108371,0.105897,0.108918,0.000000,0.113247,0.113356,0.111695,0.109441
