chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr03	chr07	0.129286	-0.436	0.331524	0.80352	False
chr19	chr23	0.129336	-0.424	0.335923	0.80352	False
chr03	chr15	0.129348	-0.421	0.337004	0.80352	False
chr02	chr14	0.129398	-0.409	0.341453	0.80352	False
chr19	chr22	0.129411	-0.406	0.342541	0.80352	False
chr02	chr16	0.129443	-0.398	0.345434	0.80352	False
chr02	chr25	0.129446	-0.397	0.345724	0.80352	False
chr13	chr16	0.129464	-0.393	0.347241	0.80352	False
chr01	chr05	0.129479	-0.389	0.348604	0.80352	False
chr17	chr20	0.129560	-0.369	0.355922	0.809323	False
chr03	chr14	0.129562	-0.369	0.356102	0.809323	False
chr02	chr15	0.129676	-0.341	0.366429	0.82701	False
chr01	chr02	0.129711	-0.333	0.369574	0.828355	False
chr17	chr21	0.129812	-0.308	0.378899	0.838035	False
chr13	chr15	0.129919	-0.282	0.388781	0.838035	False
chr21	chr22	0.129938	-0.278	0.390498	0.838035	False
chr16	chr21	0.129940	-0.278	0.390683	0.838035	False
chr09	chr21	0.129980	-0.268	0.394425	0.838035	False
chr23	chr26	0.130000	-0.263	0.396288	0.838035	False
chr13	chr23	0.130048	-0.252	0.400698	0.838035	False
chr04	chr19	0.130055	-0.250	0.401446	0.838035	False
chr01	chr07	0.130105	-0.238	0.406083	0.838035	False
chr03	chr11	0.130115	-0.235	0.407044	0.838035	False
chr16	chr17	0.130171	-0.222	0.412285	0.838035	False
chr02	chr03	0.130180	-0.220	0.413085	0.838035	False
chr07	chr19	0.130190	-0.217	0.414122	0.838035	False
chr08	chr13	0.130220	-0.210	0.416951	0.838035	False
chr01	chr11	0.130221	-0.210	0.417022	0.838035	False
chr12	chr21	0.130285	-0.194	0.423072	0.838035	False
chr20	chr21	0.130326	-0.184	0.426958	0.838035	False
chr08	chr21	0.130332	-0.183	0.42748	0.838035	False
chr22	chr26	0.130357	-0.177	0.429829	0.838035	False
chr16	chr23	0.130393	-0.168	0.433299	0.838035	False
chr01	chr04	0.130400	-0.166	0.433989	0.838035	False
chr15	chr20	0.130431	-0.159	0.436893	0.838035	False
chr06	chr20	0.130445	-0.155	0.438251	0.838035	False
chr14	chr21	0.130485	-0.146	0.442091	0.838035	False
chr19	chr24	0.130498	-0.143	0.443308	0.838035	False
chr14	chr20	0.130539	-0.133	0.447227	0.838035	False
chr17	chr26	0.130592	-0.120	0.4523	0.838035	False
chr20	chr25	0.130626	-0.112	0.455582	0.838035	False
chr13	chr26	0.130629	-0.111	0.45587	0.838035	False
chr12	chr13	0.130646	-0.107	0.457453	0.838035	False
chr14	chr22	0.130659	-0.104	0.458724	0.838035	False
chr13	chr24	0.130659	-0.104	0.458748	0.838035	False
chr12	chr22	0.130688	-0.097	0.461508	0.838035	False
chr20	chr26	0.130697	-0.095	0.462348	0.838035	False
chr12	chr26	0.130727	-0.087	0.465303	0.838035	False
chr10	chr13	0.130742	-0.084	0.466721	0.838035	False
chr15	chr17	0.130790	-0.072	0.471338	0.841675	False
chr15	chr23	0.130826	-0.063	0.474731	0.843102	False
chr13	chr14	0.130863	-0.054	0.478367	0.843909	False
chr12	chr20	0.130908	-0.043	0.482656	0.843909	False
chr15	chr21	0.130920	-0.040	0.483861	0.843909	False
chr08	chr17	0.130938	-0.036	0.485572	0.843909	False
chr21	chr26	0.131024	-0.015	0.493915	0.84905	False
chr15	chr26	0.131027	-0.015	0.494204	0.84905	False
chr22	chr23	0.131054	-0.008	0.496737	0.84905	False
chr09	chr23	0.131077	-0.003	0.49898	0.84905	False
chr01	chr17	0.131193	0.025	0.510147	0.859487	False
chr24	chr26	0.131205	0.028	0.511305	0.859487	False
chr06	chr22	0.131240	0.037	0.514704	0.859487	False
chr06	chr17	0.131250	0.039	0.515692	0.859487	False
chr10	chr22	0.131331	0.059	0.523474	0.868005	False
chr14	chr17	0.131410	0.078	0.53103	0.872335	False
chr10	chr20	0.131467	0.092	0.536606	0.872335	False
chr09	chr26	0.131479	0.095	0.537686	0.872335	False
chr22	chr24	0.131534	0.108	0.543014	0.872335	False
chr12	chr17	0.131562	0.115	0.545699	0.872335	False
chr10	chr21	0.131565	0.115	0.545914	0.872335	False
chr23	chr24	0.131601	0.124	0.549435	0.872335	False
chr09	chr25	0.131622	0.129	0.551397	0.872335	False
chr15	chr22	0.131669	0.141	0.555962	0.872335	False
chr06	chr13	0.131674	0.142	0.556416	0.872335	False
chr08	chr22	0.131683	0.144	0.557204	0.872335	False
chr06	chr21	0.131707	0.150	0.559495	0.872335	False
chr08	chr26	0.131793	0.171	0.56771	0.872335	False
chr01	chr03	0.131803	0.173	0.568661	0.872335	False
chr16	chr26	0.131842	0.182	0.572365	0.872335	False
chr14	chr26	0.131906	0.198	0.578476	0.872335	False
chr02	chr19	0.131921	0.202	0.579871	0.872335	False
chr03	chr19	0.131932	0.204	0.580888	0.872335	False
chr17	chr25	0.131941	0.206	0.581714	0.872335	False
chr11	chr22	0.131983	0.217	0.585724	0.872335	False
chr11	chr13	0.131997	0.220	0.587043	0.872335	False
chr21	chr24	0.132005	0.222	0.587796	0.872335	False
chr21	chr23	0.132005	0.222	0.58782	0.872335	False
chr25	chr26	0.132088	0.242	0.595615	0.87347	False
chr10	chr26	0.132120	0.250	0.598541	0.87347	False
chr01	chr21	0.132150	0.257	0.601367	0.87347	False
chr01	chr20	0.132205	0.270	0.606516	0.87347	False
chr20	chr23	0.132208	0.271	0.606795	0.87347	False
chr07	chr13	0.132233	0.277	0.609095	0.87347	False
chr15	chr24	0.132256	0.283	0.611275	0.87347	False
chr05	chr13	0.132279	0.288	0.613429	0.87347	False
chr07	chr20	0.132290	0.291	0.614401	0.87347	False
chr16	chr24	0.132303	0.294	0.615625	0.87347	False
chr04	chr13	0.132343	0.304	0.619293	0.87347	False
chr09	chr24	0.132360	0.308	0.620836	0.87347	False
chr11	chr17	0.132629	0.373	0.645327	0.896139	False
chr13	chr25	0.132653	0.378	0.647462	0.896139	False
chr14	chr23	0.132659	0.380	0.648023	0.896139	False
chr16	chr25	0.132668	0.382	0.648853	0.896139	False
chr20	chr24	0.132689	0.387	0.650735	0.896139	False
chr11	chr20	0.132816	0.418	0.662056	0.905787	False
chr21	chr25	0.132830	0.422	0.663315	0.905787	False
chr12	chr23	0.132895	0.437	0.669012	0.909531	False
chr15	chr25	0.132947	0.450	0.673559	0.909531	False
chr14	chr25	0.132958	0.452	0.674452	0.909531	False
chr10	chr23	0.132995	0.461	0.677734	0.91018	False
chr06	chr26	0.133044	0.473	0.681951	0.912074	False
chr11	chr21	0.133136	0.495	0.689845	0.916833	False
chr12	chr25	0.133157	0.500	0.691592	0.916833	False
chr08	chr23	0.133184	0.507	0.693972	0.916833	False
chr05	chr17	0.133300	0.535	0.703722	0.92595	False
chr18	chr19	0.133404	0.560	0.712317	0.93348	False
chr12	chr24	0.133541	0.593	0.72351	0.942004	False
chr08	chr24	0.133573	0.601	0.726073	0.942004	False
chr07	chr22	0.133638	0.617	0.731343	0.942004	False
chr05	chr22	0.133650	0.620	0.73226	0.942004	False
chr11	chr23	0.133663	0.623	0.733314	0.942004	False
chr03	chr20	0.133748	0.643	0.740006	0.943275	False
chr08	chr25	0.133803	0.657	0.744321	0.943275	False
chr23	chr25	0.133815	0.660	0.745234	0.943275	False
chr01	chr23	0.133823	0.662	0.745913	0.943275	False
chr07	chr21	0.133913	0.683	0.752781	0.947001	False
chr11	chr26	0.133938	0.689	0.754687	0.947001	False
chr06	chr23	0.134103	0.729	0.767048	0.947437	False
chr05	chr20	0.134248	0.764	0.777652	0.947437	False
chr04	chr21	0.134320	0.782	0.782805	0.947437	False
chr03	chr21	0.134371	0.794	0.786448	0.947437	False
chr04	chr20	0.134413	0.804	0.789357	0.947437	False
chr07	chr26	0.134427	0.808	0.790351	0.947437	False
chr10	chr24	0.134441	0.811	0.791359	0.947437	False
chr03	chr22	0.134555	0.839	0.799152	0.947437	False
chr06	chr25	0.134569	0.842	0.800084	0.947437	False
chr03	chr17	0.134603	0.850	0.802411	0.947437	False
chr18	chr24	0.134607	0.851	0.802663	0.947437	False
chr07	chr23	0.134678	0.868	0.807413	0.947437	False
chr03	chr13	0.134705	0.875	0.809178	0.947437	False
chr17	chr24	0.134713	0.877	0.809721	0.947437	False
chr04	chr17	0.134736	0.882	0.811212	0.947437	False
chr01	chr26	0.134789	0.895	0.814624	0.947437	False
chr07	chr17	0.134790	0.896	0.814754	0.947437	False
chr04	chr22	0.134829	0.905	0.817263	0.947437	False
chr02	chr20	0.134875	0.916	0.820195	0.947437	False
chr03	chr26	0.134896	0.921	0.821492	0.947437	False
chr18	chr22	0.134966	0.938	0.825877	0.947437	False
chr13	chr18	0.134999	0.946	0.82792	0.947437	False
chr14	chr24	0.135015	0.950	0.828889	0.947437	False
chr10	chr25	0.135021	0.951	0.829273	0.947437	False
chr02	chr22	0.135035	0.955	0.830131	0.947437	False
chr05	chr23	0.135053	0.959	0.83126	0.947437	False
chr24	chr25	0.135146	0.982	0.836834	0.947437	False
chr02	chr13	0.135184	0.991	0.839059	0.947437	False
chr11	chr25	0.135192	0.993	0.839575	0.947437	False
chr17	chr18	0.135252	1.007	0.843058	0.948075	False
chr06	chr24	0.135539	1.077	0.859151	0.962842	False
chr05	chr26	0.135601	1.092	0.862476	0.963246	False
chr11	chr24	0.135702	1.116	0.867775	0.964065	False
chr04	chr23	0.135728	1.122	0.869142	0.964065	False
chr07	chr24	0.135789	1.137	0.872226	0.964195	False
chr04	chr26	0.135892	1.162	0.877372	0.966596	False
chr18	chr20	0.136035	1.197	0.884256	0.968191	False
chr03	chr25	0.136089	1.210	0.886771	0.968191	False
chr02	chr17	0.136112	1.215	0.887846	0.968191	False
chr18	chr23	0.136175	1.230	0.890736	0.968191	False
chr07	chr25	0.136260	1.251	0.894534	0.969079	False
chr03	chr23	0.136617	1.337	0.909436	0.9805	False
chr01	chr25	0.136660	1.348	0.911111	0.9805	False
chr04	chr24	0.136784	1.378	0.915839	0.982336	False
chr05	chr24	0.137220	1.483	0.930971	0.995282	False
chr02	chr26	0.137472	1.544	0.938722	0.999437	False
chr18	chr21	0.137551	1.563	0.941009	0.999437	False
chr04	chr25	0.137799	1.623	0.947722	0.999982	False
chr16	chr18	0.138140	1.706	0.955972	0.999982	False
chr18	chr25	0.138155	1.709	0.956298	0.999982	False
chr09	chr18	0.138230	1.727	0.95794	0.999982	False
chr01	chr18	0.138292	1.742	0.959274	0.999982	False
chr03	chr24	0.138410	1.771	0.961718	0.999982	False
chr12	chr18	0.139398	2.010	0.977774	0.999982	False
chr14	chr18	0.140008	2.157	0.984515	0.999982	False
chr02	chr24	0.140131	2.187	0.985632	0.999982	False
chr08	chr18	0.140564	2.292	0.989043	0.999982	False
chr15	chr18	0.141044	2.408	0.991979	0.999982	False
chr06	chr18	0.142662	2.799	0.997439	0.999982	False
chr10	chr18	0.142779	2.828	0.997655	0.999982	False
chr11	chr18	0.144267	3.187	0.999282	0.999982	False
chr04	chr18	0.144628	3.275	0.999471	0.999982	False
chr05	chr18	0.144925	3.347	0.999591	0.999982	False
chr07	chr18	0.145503	3.486	0.999755	0.999982	False
chr03	chr18	0.146821	3.805	0.999929	0.999982	False
chr02	chr18	0.148170	4.131	0.999982	0.999982	False
