unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b
HAP1_chr13	HAP2_chr13	chr13	834	703	5711	5456
HAP1_chr13	HAP3_chr13	chr13	601	1013	5711	5871
HAP1_chr13	HAP4_chr13	chr13	608	1248	5711	5924
HAP2_chr13	HAP3_chr13	chr13	512	973	5456	5871
HAP2_chr13	HAP4_chr13	chr13	563	1040	5456	5924
HAP3_chr13	HAP4_chr13	chr13	881	1086	5871	5924
HAP1_chr14	HAP3_chr14	chr14	1024	934	5493	5437
HAP1_chr15	HAP3_chr15	chr15	1021	1716	9852	10208
HAP1_chr16	HAP3_chr16	chr16	1041	1035	7589	7512
HAP1_chr17	HAP2_chr17	chr17	1888	2552	6416	7054
HAP1_chr17	HAP3_chr17	chr17	1369	3191	6416	8004
HAP1_chr17	HAP4_chr17	chr17	924	1481	6416	6984
HAP2_chr17	HAP3_chr17	chr17	809	1823	7054	8004
HAP2_chr17	HAP4_chr17	chr17	2598	2514	7054	6984
HAP3_chr17	HAP4_chr17	chr17	3150	1996	8004	6984
HAP1_chr18	HAP2_chr18	chr18	1668	1963	8249	8462
HAP1_chr18	HAP3_chr18	chr18	1701	1246	8249	7791
HAP1_chr18	HAP4_chr18	chr18	1596	1618	8249	8115
HAP2_chr18	HAP3_chr18	chr18	2125	1602	8462	7791
HAP2_chr18	HAP4_chr18	chr18	1875	1569	8462	8115
HAP3_chr18	HAP4_chr18	chr18	1177	1692	7791	8115
HAP1_chr19	HAP3_chr19	chr19	1500	940	8667	8283
HAP1_chr20	HAP3_chr20	chr20	1773	3698	13096	14806
HAP1_chr21	HAP2_chr21	chr21	707	1809	4598	5378
HAP1_chr21	HAP3_chr21	chr21	834	1038	4598	4662
HAP1_chr21	HAP4_chr21	chr21	710	2038	4598	5606
HAP2_chr21	HAP3_chr21	chr21	1697	838	5378	4662
HAP2_chr21	HAP4_chr21	chr21	646	882	5378	5606
HAP3_chr21	HAP4_chr21	chr21	794	1899	4662	5606
HAP1_chr22	HAP3_chr22	chr22	10092	419	16294	6965
HAP1_chr23	HAP3_chr23	chr23	937	880	5846	5719
HAP1_chr24	HAP2_chr24	chr24	994	775	5023	4729
HAP1_chr24	HAP3_chr24	chr24	1006	724	5023	4686
HAP1_chr24	HAP4_chr24	chr24	1182	1106	5023	4977
HAP2_chr24	HAP3_chr24	chr24	622	556	4729	4686
HAP2_chr24	HAP4_chr24	chr24	860	910	4729	4977
HAP3_chr24	HAP4_chr24	chr24	774	1011	4686	4977
HAP1_chr25	HAP2_chr25	chr25	1438	1408	5575	5230
HAP1_chr25	HAP3_chr25	chr25	1493	579	5575	4738
HAP1_chr25	HAP4_chr25	chr25	1687	774	5575	4706
HAP2_chr25	HAP3_chr25	chr25	1390	581	5230	4738
HAP2_chr25	HAP4_chr25	chr25	1633	786	5230	4706
HAP3_chr25	HAP4_chr25	chr25	956	973	4738	4706
