,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP1_chr20,HAP1_chr21,HAP1_chr22,HAP1_chr23,HAP1_chr24,HAP1_chr25,HAP1_chr26,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP2_chr20,HAP2_chr21,HAP2_chr22,HAP2_chr23,HAP2_chr24,HAP2_chr25,HAP2_chr26
HAP1_chr11,0.114145,0.114369,0.119197,0.116492,0.113189,0.111297,0.118087,0.112664,0.080259,0.116485,0.000000,0.115453,0.115735,0.116280,0.112204,0.110305,0.113694,0.123773,0.115877,0.119083,0.116595,0.116832,0.117246,0.120417,0.118959,0.119280,0.114649,0.113557,0.119439,0.116906,0.112865,0.111490,0.119228,0.112006,0.080314,0.118033,0.008846,0.115793,0.115270,0.116680,0.111983,0.109270,0.113191,0.122115,0.115806,0.117984,0.116423,0.115643,0.116305,0.122609,0.117547,0.118734
HAP1_chr12,0.116515,0.115043,0.085851,0.118266,0.115117,0.116161,0.120467,0.114858,0.117627,0.118385,0.115453,0.000000,0.117333,0.117806,0.113956,0.115518,0.115810,0.126625,0.118553,0.121211,0.092264,0.119994,0.119804,0.124274,0.120973,0.121695,0.116455,0.114532,0.085981,0.117985,0.114915,0.115443,0.120660,0.114526,0.118344,0.118691,0.116074,0.009269,0.116470,0.118470,0.114047,0.113851,0.116125,0.124603,0.118199,0.120215,0.092482,0.119248,0.118877,0.125448,0.119869,0.122052
HAP1_chr13,0.117078,0.116869,0.121219,0.119181,0.115703,0.113973,0.122916,0.115849,0.117457,0.119525,0.115735,0.117333,0.000000,0.076943,0.115137,0.114934,0.116048,0.125610,0.118366,0.120269,0.117690,0.119446,0.119159,0.122442,0.120770,0.121860,0.117078,0.116712,0.120872,0.119816,0.115450,0.113807,0.122651,0.115353,0.117722,0.120675,0.116069,0.117559,0.009468,0.076947,0.115051,0.114388,0.115683,0.123167,0.118656,0.119450,0.118914,0.119221,0.118482,0.123511,0.121497,0.120700
HAP1_chr14,0.115055,0.117111,0.118893,0.114599,0.116383,0.114522,0.118215,0.116648,0.112921,0.115916,0.116280,0.117806,0.076943,0.000000,0.114902,0.114817,0.115660,0.121995,0.118156,0.116151,0.114697,0.115018,0.119764,0.117509,0.117396,0.118157,0.115366,0.117049,0.119326,0.115162,0.115938,0.115121,0.118331,0.116153,0.112931,0.116377,0.116800,0.117809,0.076755,0.007947,0.114724,0.114293,0.115868,0.119924,0.118170,0.115497,0.113833,0.114890,0.118218,0.119989,0.116928,0.117082
HAP1_chr15,0.095750,0.114465,0.118505,0.115433,0.112966,0.112832,0.119471,0.112042,0.112615,0.116779,0.112204,0.113956,0.115137,0.114902,0.000000,0.109623,0.111016,0.092397,0.113043,0.115694,0.113564,0.114168,0.115375,0.119117,0.116123,0.117130,0.096521,0.113757,0.119146,0.115451,0.112990,0.112734,0.119642,0.112029,0.113171,0.117593,0.112175,0.114235,0.114273,0.115415,0.009011,0.109003,0.110553,0.091961,0.113054,0.115983,0.114118,0.113881,0.114468,0.120792,0.115785,0.116164
HAP1_chr16,0.103903,0.115097,0.120723,0.117094,0.113858,0.111627,0.119179,0.112598,0.114595,0.116490,0.110305,0.115518,0.114934,0.114817,0.109623,0.000000,0.111565,0.121325,0.113087,0.093753,0.114786,0.113885,0.114789,0.116891,0.116748,0.117967,0.104000,0.114523,0.120330,0.117028,0.113978,0.112048,0.119709,0.112202,0.114758,0.116966,0.112273,0.115880,0.113926,0.116108,0.110351,0.016327,0.111031,0.120111,0.113079,0.092963,0.114699,0.113463,0.113623,0.120131,0.116371,0.117218
HAP1_chr17,0.116818,0.116619,0.120839,0.117188,0.114941,0.114398,0.121621,0.113217,0.114166,0.117843,0.113694,0.115810,0.116048,0.115660,0.111016,0.111565,0.000000,0.119305,0.113760,0.115640,0.114400,0.115753,0.114962,0.119032,0.116916,0.079372,0.117518,0.115934,0.121426,0.117538,0.114834,0.114280,0.121031,0.113547,0.115325,0.117960,0.113752,0.116906,0.115689,0.116596,0.111411,0.110653,0.012315,0.117651,0.113800,0.116002,0.114632,0.114376,0.113876,0.121058,0.116657,0.079893
HAP1_chr18,0.126087,0.127876,0.127927,0.124250,0.125653,0.123426,0.128392,0.125073,0.119633,0.124544,0.123773,0.126625,0.125610,0.121995,0.092397,0.121325,0.119305,0.000000,0.121782,0.121197,0.118128,0.121054,0.124103,0.120142,0.120265,0.120536,0.126151,0.128010,0.128690,0.123393,0.126217,0.122733,0.127450,0.125011,0.120045,0.125458,0.123994,0.127270,0.125837,0.122624,0.092159,0.120176,0.118853,0.010414,0.121619,0.120231,0.119499,0.119640,0.121168,0.121753,0.119893,0.118613
HAP1_chr19,0.119876,0.120704,0.101901,0.120351,0.118415,0.117605,0.124427,0.116623,0.117780,0.119342,0.115877,0.118553,0.118366,0.118156,0.113043,0.113087,0.113760,0.121782,0.000000,0.118145,0.101757,0.116828,0.115174,0.118611,0.118165,0.117496,0.119981,0.119813,0.101918,0.121185,0.117424,0.117333,0.123963,0.116119,0.117733,0.120036,0.116113,0.118818,0.117799,0.119059,0.113188,0.111218,0.113655,0.119977,0.008137,0.116866,0.101582,0.116580,0.114183,0.119806,0.117618,0.117380
HAP1_chr20,0.109634,0.121745,0.123814,0.117503,0.120339,0.110880,0.123457,0.119617,0.114792,0.118828,0.119083,0.121211,0.120269,0.116151,0.115694,0.093753,0.115640,0.121197,0.118145,0.000000,0.113885,0.114925,0.119875,0.118777,0.117460,0.117135,0.109631,0.121698,0.123570,0.117642,0.119695,0.110701,0.122470,0.118944,0.115205,0.119079,0.119236,0.120972,0.119623,0.116806,0.115881,0.093567,0.115365,0.119607,0.117952,0.012083,0.114910,0.115175,0.119762,0.119457,0.116912,0.117080
HAP1_chr21,0.117018,0.118850,0.120234,0.116301,0.117971,0.116925,0.119896,0.116368,0.113056,0.116295,0.116595,0.092264,0.117690,0.114697,0.113564,0.114786,0.114400,0.118128,0.101757,0.113885,0.000000,0.113506,0.117459,0.115860,0.113935,0.115782,0.117355,0.118293,0.120311,0.116433,0.117345,0.116912,0.119520,0.115984,0.112456,0.116798,0.117696,0.092165,0.117868,0.115403,0.113472,0.112957,0.113720,0.115769,0.101374,0.113258,0.008750,0.112979,0.116251,0.116879,0.114018,0.115293
HAP1_chr22,0.102860,0.120407,0.122963,0.116659,0.118917,0.096675,0.120949,0.117574,0.114165,0.117020,0.116832,0.119994,0.119446,0.115018,0.114168,0.113885,0.115753,0.121054,0.116828,0.114925,0.113506,0.000000,0.118799,0.115959,0.116665,0.116277,0.102593,0.120228,0.122573,0.116999,0.118667,0.096620,0.120788,0.117807,0.114618,0.117747,0.117381,0.120186,0.118928,0.115975,0.114908,0.113805,0.115435,0.119121,0.116280,0.114779,0.113475,0.010565,0.117744,0.118077,0.115016,0.116155
HAP1_chr23,0.121722,0.120723,0.124378,0.121901,0.118332,0.118818,0.125239,0.118819,0.119274,0.121218,0.117246,0.119804,0.119159,0.119764,0.115375,0.114789,0.114962,0.124103,0.115174,0.119875,0.117459,0.118799,0.000000,0.120535,0.075789,0.119424,0.122074,0.120041,0.124689,0.121712,0.118657,0.118652,0.124281,0.117879,0.119459,0.122150,0.118036,0.119753,0.119222,0.120236,0.115040,0.114185,0.114508,0.121412,0.115577,0.119878,0.117096,0.118385,0.009246,0.121731,0.076477,0.118743
HAP1_chr24,0.122204,0.123717,0.093608,0.119704,0.122578,0.121574,0.124348,0.121844,0.116866,0.119573,0.120417,0.124274,0.122442,0.117509,0.119117,0.116891,0.119032,0.120142,0.118611,0.118777,0.115860,0.115959,0.120535,0.000000,0.118420,0.117925,0.123178,0.124341,0.093770,0.120009,0.122405,0.122594,0.124124,0.121923,0.118082,0.120816,0.120908,0.124332,0.122693,0.118683,0.118139,0.115960,0.119080,0.118657,0.118008,0.117173,0.115809,0.115185,0.119030,0.012126,0.118135,0.117130
HAP1_chr25,0.120112,0.121634,0.122831,0.118864,0.120715,0.119936,0.121843,0.120648,0.116424,0.118824,0.118959,0.120973,0.120770,0.117396,0.116123,0.116748,0.116916,0.120265,0.118165,0.117460,0.113935,0.116665,0.075789,0.118420,0.000000,0.117246,0.120259,0.121980,0.123043,0.118749,0.120269,0.120911,0.121706,0.120255,0.116604,0.118898,0.118944,0.120848,0.120286,0.117726,0.116311,0.115813,0.117391,0.117858,0.117722,0.116500,0.114417,0.116021,0.075975,0.118622,0.009071,0.116593
HAP1_chr26,0.120459,0.122695,0.124132,0.119806,0.121361,0.121498,0.122008,0.119782,0.116972,0.119682,0.119280,0.121695,0.121860,0.118157,0.117130,0.117967,0.079372,0.120536,0.117496,0.117135,0.115782,0.116277,0.119424,0.117925,0.117246,0.000000,0.120749,0.122541,0.124351,0.120141,0.120879,0.120856,0.122645,0.119328,0.117267,0.120239,0.119833,0.122042,0.122209,0.118600,0.116408,0.116367,0.080026,0.118953,0.117889,0.116340,0.115667,0.114943,0.117709,0.120138,0.115777,0.010029
HAP2_chr01,0.008450,0.113632,0.116831,0.114976,0.114212,0.101986,0.117101,0.114273,0.115045,0.115457,0.114649,0.116455,0.117078,0.115366,0.096521,0.104000,0.117518,0.126151,0.119981,0.109631,0.117355,0.102593,0.122074,0.123178,0.120259,0.120749,0.000000,0.113328,0.116895,0.114838,0.114250,0.101584,0.117939,0.113763,0.115345,0.116446,0.115745,0.116141,0.115728,0.116312,0.096591,0.102902,0.117271,0.124944,0.119664,0.109977,0.117721,0.102226,0.120155,0.124365,0.119628,0.120001
HAP2_chr02,0.113546,0.008447,0.117862,0.115944,0.113400,0.113848,0.073741,0.113486,0.117152,0.118151,0.113557,0.114532,0.116712,0.117049,0.113757,0.114523,0.115934,0.128010,0.119813,0.121698,0.118293,0.120228,0.120041,0.124341,0.121980,0.122541,0.113328,0.000000,0.118474,0.116549,0.112491,0.113501,0.073748,0.112935,0.116872,0.119122,0.114493,0.115152,0.115836,0.117601,0.113591,0.112756,0.115660,0.126215,0.119619,0.120511,0.119208,0.119629,0.118537,0.125158,0.121397,0.122188
HAP2_chr03,0.116470,0.118781,0.007360,0.118207,0.118309,0.119275,0.120622,0.118749,0.118806,0.119009,0.119439,0.085981,0.120872,0.119326,0.119146,0.120330,0.121426,0.128690,0.101918,0.123570,0.120311,0.122573,0.124689,0.093770,0.123043,0.124351,0.116895,0.118474,0.000000,0.118460,0.117870,0.119541,0.121528,0.117979,0.118613,0.119733,0.120084,0.086191,0.120918,0.119835,0.118535,0.118856,0.121539,0.127196,0.102124,0.121775,0.120446,0.121631,0.123509,0.093445,0.122765,0.123060
HAP2_chr04,0.114043,0.117262,0.118649,0.007801,0.075000,0.117298,0.117720,0.116658,0.113621,0.115336,0.116906,0.117985,0.119816,0.115162,0.115451,0.117028,0.117538,0.123393,0.121185,0.117642,0.116433,0.116999,0.121712,0.120009,0.118749,0.120141,0.114838,0.116549,0.118460,0.000000,0.075050,0.117090,0.118009,0.115792,0.113959,0.115899,0.117102,0.117411,0.118319,0.115435,0.115777,0.114529,0.117037,0.121671,0.120825,0.117603,0.118039,0.116462,0.120703,0.121660,0.118636,0.119813
HAP2_chr05,0.113863,0.112690,0.117609,0.075040,0.010386,0.113240,0.119026,0.112892,0.116549,0.116436,0.112865,0.114915,0.115450,0.115938,0.112990,0.113978,0.114834,0.126217,0.117424,0.119695,0.117345,0.118667,0.118657,0.122405,0.120269,0.120879,0.114250,0.112491,0.117870,0.075050,0.000000,0.113547,0.119146,0.112013,0.116398,0.118124,0.113147,0.114765,0.114443,0.116854,0.113296,0.112173,0.114421,0.124290,0.117541,0.119041,0.118328,0.118258,0.117469,0.123480,0.119954,0.121033
HAP2_chr06,0.101685,0.114074,0.119511,0.117189,0.113537,0.016852,0.119008,0.113101,0.115428,0.117129,0.111490,0.115443,0.113807,0.115121,0.112734,0.112048,0.114280,0.122733,0.117333,0.110701,0.116912,0.096620,0.118652,0.122594,0.120911,0.120856,0.101584,0.113501,0.119541,0.117090,0.113547,0.000000,0.119071,0.112081,0.115960,0.117701,0.112460,0.116752,0.113781,0.115409,0.112424,0.109950,0.113114,0.121595,0.116860,0.109853,0.117220,0.095827,0.117615,0.124764,0.119867,0.120596
HAP2_chr07,0.117756,0.073579,0.120285,0.118279,0.119546,0.119564,0.009726,0.118289,0.117530,0.118605,0.119228,0.120660,0.122651,0.118331,0.119642,0.119709,0.121031,0.127450,0.123963,0.122470,0.119520,0.120788,0.124281,0.124124,0.121706,0.122645,0.117939,0.073748,0.121528,0.118009,0.119146,0.119071,0.000000,0.117894,0.118460,0.119690,0.120433,0.121471,0.122101,0.118999,0.119212,0.117796,0.120920,0.125718,0.123632,0.121797,0.119236,0.119922,0.123470,0.126446,0.120883,0.121667
HAP2_chr08,0.112953,0.112659,0.117888,0.115545,0.113012,0.112127,0.117755,0.011697,0.114387,0.075462,0.112006,0.114526,0.115353,0.116153,0.112029,0.112202,0.113547,0.125011,0.116119,0.118944,0.115984,0.117807,0.117879,0.121923,0.120255,0.119328,0.113763,0.112935,0.117979,0.115792,0.112013,0.112081,0.117894,0.000000,0.114580,0.075613,0.113025,0.114973,0.114774,0.116545,0.111994,0.110214,0.112750,0.123205,0.116137,0.118203,0.116514,0.117092,0.117187,0.123369,0.119180,0.118964
HAP2_chr09,0.115407,0.117342,0.118955,0.114036,0.116782,0.116329,0.118542,0.115744,0.008494,0.114965,0.080314,0.118344,0.117722,0.112931,0.113171,0.114758,0.115325,0.120045,0.117733,0.115205,0.112456,0.114618,0.119459,0.118082,0.116604,0.117267,0.115345,0.116872,0.118613,0.113959,0.116398,0.115960,0.118460,0.114580,0.000000,0.116000,0.080572,0.118751,0.116799,0.113648,0.113938,0.114083,0.115209,0.117695,0.118463,0.114756,0.114084,0.114299,0.118823,0.118224,0.116304,0.116943
HAP2_chr10,0.115486,0.118847,0.119669,0.116143,0.118515,0.118565,0.118802,0.075432,0.114927,0.011677,0.118033,0.118691,0.120675,0.116377,0.117593,0.116966,0.117960,0.125458,0.120036,0.119079,0.116798,0.117747,0.122150,0.120816,0.118898,0.120239,0.116446,0.119122,0.119733,0.115899,0.118124,0.117701,0.119690,0.075613,0.116000,0.000000,0.118377,0.118467,0.119662,0.116923,0.117288,0.116565,0.116845,0.123208,0.119818,0.118935,0.116434,0.116714,0.121249,0.121409,0.119007,0.119976
HAP2_chr11,0.114813,0.114623,0.119923,0.116995,0.114069,0.112189,0.119734,0.113525,0.080398,0.117049,0.008846,0.116074,0.116069,0.116800,0.112175,0.112273,0.113752,0.123994,0.116113,0.119236,0.117696,0.117381,0.118036,0.120908,0.118944,0.119833,0.115745,0.114493,0.120084,0.117102,0.113147,0.112460,0.120433,0.113025,0.080572,0.118377,0.000000,0.116205,0.115509,0.117514,0.112781,0.110984,0.113722,0.122224,0.116243,0.118358,0.117590,0.116913,0.116879,0.123325,0.117773,0.119051
HAP2_chr12,0.115383,0.115718,0.086275,0.118192,0.114666,0.117064,0.121824,0.115682,0.118294,0.118961,0.115793,0.009269,0.117559,0.117809,0.114235,0.115880,0.116906,0.127270,0.118818,0.120972,0.092165,0.120186,0.119753,0.124332,0.120848,0.122042,0.116141,0.115152,0.086191,0.117411,0.114765,0.116752,0.121471,0.114973,0.118751,0.118467,0.116205,0.000000,0.116606,0.118313,0.114656,0.114712,0.116896,0.125032,0.118848,0.120228,0.092114,0.119699,0.118765,0.124811,0.120643,0.121970
HAP2_chr13,0.116157,0.116311,0.121084,0.118197,0.114901,0.114125,0.122238,0.115212,0.116643,0.118969,0.115270,0.116470,0.009468,0.076755,0.114273,0.113926,0.115689,0.125837,0.117799,0.119623,0.117868,0.118928,0.119222,0.122693,0.120286,0.122209,0.115728,0.115836,0.120918,0.118319,0.114443,0.113781,0.122101,0.114774,0.116799,0.119662,0.115509,0.116606,0.000000,0.077011,0.114640,0.113931,0.115396,0.123086,0.118232,0.119909,0.118057,0.118789,0.118216,0.123582,0.120819,0.121724
HAP2_chr14,0.115959,0.117147,0.119101,0.115496,0.117333,0.115035,0.118574,0.117174,0.113741,0.117265,0.116680,0.118470,0.076947,0.007947,0.115415,0.116108,0.116596,0.122624,0.119059,0.116806,0.115403,0.115975,0.120236,0.118683,0.117726,0.118600,0.116312,0.117601,0.119835,0.115435,0.116854,0.115409,0.118999,0.116545,0.113648,0.116923,0.117514,0.118313,0.077011,0.000000,0.115776,0.114649,0.116246,0.120486,0.119140,0.116715,0.115150,0.115801,0.119098,0.120535,0.117474,0.118012
HAP2_chr15,0.095438,0.114062,0.118082,0.115372,0.113249,0.113270,0.118872,0.112028,0.112954,0.116463,0.111983,0.114047,0.115051,0.114724,0.009011,0.110351,0.111411,0.092159,0.113188,0.115881,0.113472,0.114908,0.115040,0.118139,0.116311,0.116408,0.096591,0.113591,0.118535,0.115777,0.113296,0.112424,0.119212,0.111994,0.113938,0.117288,0.112781,0.114656,0.114640,0.115776,0.000000,0.109150,0.110549,0.092290,0.112702,0.116185,0.112958,0.114457,0.113627,0.120458,0.115592,0.115885
HAP2_chr16,0.102405,0.113204,0.119330,0.114841,0.112705,0.109647,0.117432,0.111079,0.113627,0.115722,0.109270,0.113851,0.114388,0.114293,0.109003,0.016327,0.110653,0.120176,0.111218,0.093567,0.112957,0.113805,0.114185,0.115960,0.115813,0.116367,0.102902,0.112756,0.118856,0.114529,0.112173,0.109950,0.117796,0.110214,0.114083,0.116565,0.110984,0.114712,0.113931,0.114649,0.109150,0.000000,0.109916,0.118626,0.111698,0.092827,0.114127,0.113042,0.112751,0.118244,0.115266,0.115434
HAP2_chr17,0.116301,0.116552,0.121427,0.115824,0.115239,0.113551,0.121618,0.112728,0.114206,0.117432,0.113191,0.116125,0.115683,0.115868,0.110553,0.111031,0.012315,0.118853,0.113655,0.115365,0.113720,0.115435,0.114508,0.119080,0.117391,0.080026,0.117271,0.115660,0.121539,0.117037,0.114421,0.113114,0.120920,0.112750,0.115209,0.116845,0.113722,0.116896,0.115396,0.116246,0.110549,0.109916,0.000000,0.116553,0.114054,0.116790,0.114338,0.115077,0.114034,0.120802,0.117244,0.080479
HAP2_chr18,0.124730,0.126090,0.126642,0.121770,0.123911,0.121572,0.126251,0.123425,0.117834,0.123093,0.122115,0.124603,0.123167,0.119924,0.091961,0.120111,0.117651,0.010414,0.119977,0.119607,0.115769,0.119121,0.121412,0.118657,0.117858,0.118953,0.124944,0.126215,0.127196,0.121671,0.124290,0.121595,0.125718,0.123205,0.117695,0.123208,0.122224,0.125032,0.123086,0.120486,0.092290,0.118626,0.116553,0.000000,0.120209,0.119325,0.117120,0.117688,0.120378,0.119805,0.118077,0.117778
HAP2_chr19,0.119767,0.119620,0.102002,0.119981,0.118037,0.117964,0.123480,0.116197,0.117364,0.119847,0.115806,0.118199,0.118656,0.118170,0.113054,0.113079,0.113800,0.121619,0.008137,0.117952,0.101374,0.116280,0.115577,0.118008,0.117722,0.117889,0.119664,0.119619,0.102124,0.120825,0.117541,0.116860,0.123632,0.116137,0.118463,0.119818,0.116243,0.118848,0.118232,0.119140,0.112702,0.111698,0.114054,0.120209,0.000000,0.116476,0.101305,0.116012,0.114724,0.120164,0.117027,0.118160
HAP2_chr20,0.109734,0.121001,0.121866,0.117300,0.119437,0.109585,0.122010,0.118769,0.115079,0.118417,0.117984,0.120215,0.119450,0.115497,0.115983,0.092963,0.116002,0.120231,0.116866,0.012083,0.113258,0.114779,0.119878,0.117173,0.116500,0.116340,0.109977,0.120511,0.121775,0.117603,0.119041,0.109853,0.121797,0.118203,0.114756,0.118935,0.118358,0.120228,0.119909,0.116715,0.116185,0.092827,0.116790,0.119325,0.116476,0.000000,0.114633,0.113745,0.118190,0.118529,0.115834,0.116064
HAP2_chr21,0.117640,0.119916,0.120418,0.117254,0.118087,0.117240,0.119783,0.116677,0.113168,0.116413,0.116423,0.092482,0.118914,0.113833,0.114118,0.114699,0.114632,0.119499,0.101582,0.114910,0.008750,0.113475,0.117096,0.115809,0.114417,0.115667,0.117721,0.119208,0.120446,0.118039,0.118328,0.117220,0.119236,0.116514,0.114084,0.116434,0.117590,0.092114,0.118057,0.115150,0.112958,0.114127,0.114338,0.117120,0.101305,0.114633,0.000000,0.112694,0.115608,0.117060,0.114535,0.114586
HAP2_chr22,0.102383,0.119968,0.121563,0.115868,0.118203,0.095757,0.119805,0.116454,0.113977,0.116379,0.115643,0.119248,0.119221,0.114890,0.113881,0.113463,0.114376,0.119640,0.116580,0.115175,0.112979,0.010565,0.118385,0.115185,0.116021,0.114943,0.102226,0.119629,0.121631,0.116462,0.118258,0.095827,0.119922,0.117092,0.114299,0.116714,0.116913,0.119699,0.118789,0.115801,0.114457,0.113042,0.115077,0.117688,0.116012,0.113745,0.112694,0.000000,0.117400,0.117603,0.114813,0.115539
