unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b
HAP1_chr07	HAP4_chr07	chr07	5820	2926	6850	3928
HAP2_chr07	HAP3_chr07	chr07	2288	4978	3204	5973
HAP2_chr07	HAP4_chr07	chr07	2341	3065	3204	3928
HAP3_chr07	HAP4_chr07	chr07	5011	3019	5973	3928
HAP1_chr08	HAP2_chr08	chr08	3244	1472	4930	3225
HAP1_chr08	HAP3_chr08	chr08	3095	2290	4930	4172
HAP1_chr08	HAP4_chr08	chr08	3822	3606	4930	4744
HAP2_chr08	HAP3_chr08	chr08	1160	2340	3225	4172
HAP2_chr08	HAP4_chr08	chr08	2150	3655	3225	4744
HAP3_chr08	HAP4_chr08	chr08	3012	3624	4172	4744
HAP1_chr09	HAP2_chr09	chr09	316	289	5608	5595
HAP1_chr09	HAP3_chr09	chr09	2535	2955	5608	6221
HAP1_chr09	HAP4_chr09	chr09	4067	5121	5608	6579
HAP2_chr09	HAP3_chr09	chr09	2509	2985	5595	6221
HAP2_chr09	HAP4_chr09	chr09	4040	5095	5595	6579
HAP3_chr09	HAP4_chr09	chr09	4874	5338	6221	6579
HAP1_chr10	HAP2_chr10	chr10	1511	1100	3790	3415
HAP1_chr10	HAP3_chr10	chr10	1170	2904	3790	5043
HAP1_chr10	HAP4_chr10	chr10	2815	4874	3790	5862
HAP2_chr10	HAP3_chr10	chr10	1103	3083	3415	5043
HAP2_chr10	HAP4_chr10	chr10	2586	5010	3415	5862
HAP3_chr10	HAP4_chr10	chr10	3977	4763	5043	5862
HAP1_chr11	HAP2_chr11	chr11	1461	6787	7047	11945
HAP1_chr11	HAP3_chr11	chr11	5398	4644	7047	6176
HAP1_chr11	HAP4_chr11	chr11	5535	3722	7047	5194
HAP2_chr11	HAP3_chr11	chr11	9817	4055	11945	6176
HAP2_chr11	HAP4_chr11	chr11	10138	3370	11945	5194
HAP3_chr11	HAP4_chr11	chr11	4599	3662	6176	5194
HAP1_chr12	HAP2_chr12	chr12	2233	3290	4861	5878
HAP1_chr12	HAP3_chr12	chr12	3016	1427	4861	3362
HAP1_chr12	HAP4_chr12	chr12	3974	3168	4861	4064
HAP2_chr12	HAP3_chr12	chr12	3961	1132	5878	3362
HAP2_chr12	HAP4_chr12	chr12	5002	3194	5878	4064
HAP3_chr12	HAP4_chr12	chr12	2570	3287	3362	4064
HAP1_chr13	HAP2_chr13	chr13	1868	3933	3874	6040
HAP1_chr13	HAP3_chr13	chr13	1436	5835	3874	7704
HAP1_chr13	HAP4_chr13	chr13	2586	1951	3874	3324
HAP2_chr13	HAP3_chr13	chr13	2318	4638	6040	7704
HAP2_chr13	HAP4_chr13	chr13	4433	1708	6040	3324
HAP3_chr13	HAP4_chr13	chr13	6220	1503	7704	3324
HAP1_chr14	HAP2_chr14	chr14	1769	1960	4541	4643
HAP1_chr14	HAP3_chr14	chr14	1494	3144	4541	5614
HAP1_chr14	HAP4_chr14	chr14	3793	2918	4541	3696
HAP2_chr14	HAP3_chr14	chr14	1830	3008	4643	5614
HAP2_chr14	HAP4_chr14	chr14	3858	2874	4643	3696
HAP3_chr14	HAP4_chr14	chr14	4857	2886	5614	3696
HAP1_chr15	HAP2_chr15	chr15	1055	2746	3051	4036
HAP1_chr15	HAP3_chr15	chr15	996	2420	3051	3835
HAP1_chr15	HAP4_chr15	chr15	2183	2740	3051	3613
HAP2_chr15	HAP3_chr15	chr15	1196	828	4036	3835
HAP2_chr15	HAP4_chr15	chr15	3206	2748	4036	3613
HAP3_chr15	HAP4_chr15	chr15	2954	2706	3835	3613
HAP1_chr16	HAP2_chr16	chr16	2071	2739	3264	3886
HAP1_chr16	HAP3_chr16	chr16	2155	1879	3264	2990
HAP1_chr16	HAP4_chr16	chr16	2533	3299	3264	4019
HAP2_chr16	HAP3_chr16	chr16	2792	1761	3886	2990
HAP2_chr16	HAP4_chr16	chr16	3163	3278	3886	4019
HAP3_chr16	HAP4_chr16	chr16	2213	3232	2990	4019
