chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr16	chr17	0.114461	-0.575	0.282734	0.6912	False
chr11	chr15	0.114490	-0.571	0.284083	0.6912	False
chr18	chr19	0.114519	-0.567	0.285483	0.6912	False
chr11	chr13	0.114659	-0.547	0.292148	0.6912	False
chr03	chr04	0.114665	-0.546	0.292449	0.6912	False
chr11	chr17	0.114667	-0.546	0.292509	0.6912	False
chr02	chr19	0.114681	-0.544	0.293218	0.6912	False
chr13	chr15	0.114768	-0.532	0.297406	0.6912	False
chr15	chr16	0.114817	-0.525	0.299759	0.6912	False
chr09	chr12	0.114859	-0.519	0.301804	0.6912	False
chr05	chr15	0.114860	-0.519	0.301865	0.6912	False
chr03	chr07	0.114866	-0.518	0.302145	0.6912	False
chr10	chr11	0.114926	-0.510	0.305103	0.6912	False
chr11	chr14	0.114967	-0.504	0.307102	0.6912	False
chr10	chr16	0.114984	-0.502	0.307951	0.6912	False
chr07	chr08	0.114988	-0.501	0.308147	0.6912	False
chr08	chr10	0.114991	-0.501	0.30832	0.6912	False
chr07	chr14	0.115169	-0.476	0.317122	0.6912	False
chr08	chr16	0.115178	-0.475	0.317558	0.6912	False
chr14	chr17	0.115183	-0.474	0.317795	0.6912	False
chr07	chr10	0.115325	-0.454	0.324947	0.6912	False
chr05	chr14	0.115350	-0.450	0.326181	0.6912	False
chr09	chr14	0.115359	-0.449	0.326622	0.6912	False
chr04	chr14	0.115385	-0.446	0.327947	0.6912	False
chr05	chr13	0.115397	-0.444	0.328541	0.6912	False
chr16	chr18	0.115399	-0.444	0.328655	0.6912	False
chr07	chr16	0.115428	-0.440	0.330097	0.6912	False
chr07	chr15	0.115468	-0.434	0.332151	0.6912	False
chr03	chr13	0.115479	-0.432	0.332735	0.6912	False
chr05	chr12	0.115509	-0.428	0.334248	0.6912	False
chr14	chr15	0.115517	-0.427	0.33463	0.6912	False
chr04	chr15	0.115538	-0.424	0.335726	0.6912	False
chr03	chr05	0.115802	-0.387	0.349291	0.700341	False
chr04	chr17	0.115856	-0.380	0.352077	0.700341	False
chr05	chr17	0.115876	-0.377	0.353116	0.700341	False
chr11	chr16	0.115884	-0.376	0.353506	0.700341	False
chr10	chr17	0.115975	-0.363	0.358261	0.701932	False
chr17	chr18	0.116027	-0.356	0.360993	0.701932	False
chr10	chr15	0.116165	-0.337	0.368219	0.709412	False
chr05	chr10	0.116401	-0.304	0.380727	0.722421	False
chr05	chr16	0.116442	-0.298	0.382927	0.722421	False
chr14	chr18	0.116486	-0.292	0.385291	0.722421	False
chr11	chr18	0.116607	-0.275	0.391777	0.723397	False
chr07	chr17	0.116625	-0.272	0.392744	0.723397	False
chr13	chr18	0.116700	-0.262	0.396768	0.723397	False
chr09	chr16	0.116808	-0.247	0.402629	0.723397	False
chr08	chr18	0.116816	-0.245	0.403035	0.723397	False
chr15	chr18	0.117109	-0.204	0.418986	0.73656	False
chr03	chr14	0.117112	-0.204	0.41915	0.73656	False
chr03	chr11	0.117273	-0.182	0.427954	0.73656	False
chr05	chr18	0.117279	-0.181	0.428297	0.73656	False
chr03	chr10	0.117306	-0.177	0.429752	0.73656	False
chr03	chr15	0.117336	-0.173	0.431414	0.73656	False
chr03	chr16	0.117592	-0.137	0.445539	0.754542	False
chr02	chr06	0.117813	-0.106	0.457792	0.769091	False
chr09	chr19	0.118463	-0.015	0.49395	0.806555	False
chr02	chr04	0.118487	-0.012	0.495331	0.806555	False
chr01	chr08	0.118527	-0.006	0.497548	0.806555	False
chr10	chr18	0.118563	-0.001	0.499529	0.806555	False
chr09	chr13	0.118667	0.013	0.505359	0.806555	False
chr07	chr18	0.118680	0.015	0.50607	0.806555	False
chr01	chr03	0.118834	0.037	0.514659	0.806555	False
chr06	chr09	0.118860	0.040	0.516109	0.806555	False
chr01	chr05	0.118946	0.052	0.520916	0.806555	False
chr01	chr16	0.118968	0.055	0.522127	0.806555	False
chr02	chr03	0.119080	0.071	0.52835	0.806555	False
chr02	chr11	0.119226	0.092	0.536482	0.806555	False
chr02	chr15	0.119349	0.109	0.543338	0.806555	False
chr01	chr07	0.119370	0.112	0.544489	0.806555	False
chr02	chr08	0.119379	0.113	0.54496	0.806555	False
chr02	chr12	0.119383	0.114	0.545209	0.806555	False
chr02	chr07	0.119390	0.115	0.545611	0.806555	False
chr04	chr09	0.119456	0.124	0.549226	0.806555	False
chr08	chr09	0.119649	0.151	0.559879	0.81649	False
chr01	chr19	0.120153	0.221	0.587524	0.844928	False
chr05	chr09	0.120182	0.225	0.58913	0.844928	False
chr07	chr09	0.120486	0.268	0.605581	0.844928	False
chr03	chr18	0.120537	0.275	0.608297	0.844928	False
chr01	chr11	0.120556	0.278	0.609331	0.844928	False
chr02	chr10	0.120648	0.290	0.614247	0.844928	False
chr01	chr10	0.120689	0.296	0.616425	0.844928	False
chr09	chr17	0.120692	0.297	0.616612	0.844928	False
chr01	chr12	0.120887	0.324	0.627007	0.844928	False
chr01	chr13	0.120977	0.336	0.631722	0.844928	False
chr02	chr13	0.120987	0.338	0.632288	0.844928	False
chr02	chr17	0.121013	0.342	0.633645	0.844928	False
chr02	chr16	0.121140	0.359	0.640295	0.844928	False
chr01	chr18	0.121189	0.366	0.642842	0.844928	False
chr01	chr14	0.121202	0.368	0.643546	0.844928	False
chr01	chr02	0.121206	0.369	0.643755	0.844928	False
chr09	chr10	0.121394	0.395	0.653494	0.851609	False
chr09	chr11	0.121529	0.414	0.660422	0.851609	False
chr03	chr09	0.121540	0.415	0.661011	0.851609	False
chr02	chr14	0.121652	0.431	0.666724	0.853732	False
chr01	chr15	0.121764	0.447	0.6724	0.855781	False
chr09	chr15	0.122157	0.501	0.691957	0.875367	False
chr01	chr17	0.122262	0.516	0.697141	0.876644	False
chr02	chr18	0.123656	0.711	0.761492	0.951865	False
chr09	chr18	0.123886	0.743	0.771364	0.958499	False
chr02	chr09	0.124077	0.770	0.779346	0.962722	False
chr18	chr21	0.124455	0.823	0.794693	0.975939	False
chr12	chr21	0.125192	0.926	0.822765	0.997913	False
chr19	chr21	0.125281	0.938	0.825981	0.997913	False
chr13	chr21	0.125310	0.942	0.827012	0.997913	False
chr17	chr20	0.125470	0.965	0.832668	0.997913	False
chr01	chr09	0.125576	0.980	0.836346	0.997913	False
chr14	chr21	0.126040	1.045	0.851876	0.999875	False
chr08	chr20	0.127305	1.221	0.889037	0.999875	False
chr11	chr21	0.128036	1.324	0.907202	0.999875	False
chr16	chr21	0.128053	1.326	0.907597	0.999875	False
chr17	chr21	0.128071	1.328	0.90799	0.999875	False
chr07	chr21	0.128336	1.366	0.913974	0.999875	False
chr12	chr20	0.128373	1.371	0.914778	0.999875	False
chr15	chr21	0.128625	1.406	0.920141	0.999875	False
chr19	chr20	0.128832	1.435	0.924353	0.999875	False
chr15	chr20	0.128979	1.455	0.927234	0.999875	False
chr14	chr20	0.129942	1.590	0.944102	0.999875	False
chr06	chr21	0.130201	1.626	0.948078	0.999875	False
chr05	chr21	0.130422	1.657	0.951274	0.999875	False
chr13	chr20	0.130436	1.659	0.951464	0.999875	False
chr10	chr21	0.130438	1.660	0.951507	0.999875	False
chr08	chr21	0.130667	1.692	0.954635	0.999875	False
chr16	chr20	0.131200	1.766	0.961317	0.999875	False
chr06	chr20	0.131389	1.793	0.963485	0.999875	False
chr03	chr20	0.131780	1.847	0.967647	0.999875	False
chr10	chr20	0.132450	1.941	0.973872	0.999875	False
chr04	chr21	0.132464	1.943	0.973986	0.999875	False
chr07	chr20	0.132555	1.956	0.974748	0.999875	False
chr18	chr20	0.132842	1.996	0.977017	0.999875	False
chr05	chr20	0.132952	2.011	0.977844	0.999875	False
chr03	chr21	0.133076	2.029	0.978749	0.999875	False
chr11	chr20	0.133620	2.105	0.982334	0.999875	False
chr20	chr21	0.134393	2.213	0.986541	0.999875	False
chr04	chr20	0.135258	2.334	0.990192	0.999875	False
chr09	chr21	0.135387	2.352	0.990655	0.999875	False
chr02	chr21	0.136329	2.483	0.993493	0.999875	False
chr09	chr20	0.138358	2.767	0.997173	0.999875	False
chr02	chr20	0.141459	3.201	0.999315	0.999875	False
chr01	chr21	0.142055	3.284	0.999489	0.999875	False
chr01	chr20	0.144756	3.662	0.999875	0.999875	False
