	ddEmpNigr1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap2.1/insdc/GCA_977035825.1.fa.gz		
	ddHypMacu1	/lustre/scratch122/tol/data/f/3/f/3/4/3/Hypericum_maculatum	/lustre/scratch122/tol/data/f/3/f/3/4/3/Hypericum_maculatum/assembly/curated/ddHypMacu1.1/ddHypMacu1.hap1.1.primary.fa.gz	/lustre/scratch122/tol/data/f/3/f/3/4/3/Hypericum_maculatum/assembly/curated/ddHypMacu1.1/ddHypMacu1.hap2.1.primary.fa.gz	/lustre/scratch122/tol/data/f/3/f/3/4/3/Hypericum_maculatum/assembly/curated/ddHypMacu1.1/ddHypMacu1.hap3.1.primary.fa.gz	/lustre/scratch122/tol/data/f/3/f/3/4/3/Hypericum_maculatum/assembly/curated/ddHypMacu1.1/ddHypMacu1.hap4.1.primary.fa.gz
	ddHypPerf1	/lustre/scratch122/tol/data/f/e/1/1/d/4/Hypericum_perforatum	/lustre/scratch122/tol/data/f/e/1/1/d/4/Hypericum_perforatum/assembly/release/ddHypPerf1.hap1.1/insdc/GCA_965644135.1.fa.gz	/lustre/scratch122/tol/data/f/e/1/1/d/4/Hypericum_perforatum/assembly/release/ddHypPerf1.hap2.1/insdc/GCA_965644115.1.fa.gz		
	ddMalSylv1	/lustre/scratch122/tol/data/d/8/7/6/7/4/Malva_sylvestris	/lustre/scratch122/tol/data/d/8/7/6/7/4/Malva_sylvestris/assembly/release/ddMalSylv1.hap1.2/insdc/GCA_965277935.2.fa.gz	/lustre/scratch122/tol/data/d/8/7/6/7/4/Malva_sylvestris/assembly/release/ddMalSylv1.hap2.2/insdc/GCA_965278025.2.fa.gz		
	ddPopNigr1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1/insdc/GCA_951802175.1.fasta.gz	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fasta.gz		
	ddSalCine1	/lustre/scratch122/tol/data/c/c/e/4/5/6/Salix_cinerea	/lustre/scratch122/tol/data/c/c/e/4/5/6/Salix_cinerea/assembly/release/ddSalCine1.hap1.1/insdc/GCA_965260955.1.fasta.gz	/lustre/scratch122/tol/data/c/c/e/4/5/6/Salix_cinerea/assembly/release/ddSalCine1.hap2.1/insdc/GCA_965260915.1.fasta.gz		
	ddSalPent1	/lustre/scratch122/tol/data/d/0/8/6/b/d/Salix_pentandra	/lustre/scratch122/tol/data/d/0/8/6/b/d/Salix_pentandra/assembly/release/ddSalPent1.hap1.1/insdc/GCA_979017335.1.fa.gz	/lustre/scratch122/tol/data/d/0/8/6/b/d/Salix_pentandra/assembly/release/ddSalPent1.hap2.1/insdc/GCA_979017245.1.fa.gz		
	drAriEdul1	/lustre/scratch122/tol/data/c/c/3/6/4/d/Aria_edulis	/lustre/scratch122/tol/data/c/c/3/6/4/d/Aria_edulis/assembly/curated/drAriEdul1.1/drAriEdul1.hap1.1.primary.fa.gz	/lustre/scratch122/tol/data/c/c/3/6/4/d/Aria_edulis/assembly/curated/drAriEdul1.1/drAriEdul1.hap2.1.primary.fa.gz	/lustre/scratch122/tol/data/c/c/3/6/4/d/Aria_edulis/assembly/curated/drAriEdul1.1/drAriEdul1.hap3.1.primary.fa.gz	/lustre/scratch122/tol/data/c/c/3/6/4/d/Aria_edulis/assembly/curated/drAriEdul1.1/drAriEdul1.hap4.1.primary.fa.gz
	drIngLaur1	/lustre/scratch122/tol/data/e/0/2/4/0/4/Inga_laurina	/lustre/scratch122/tol/data/e/0/2/4/0/4/Inga_laurina/assembly/release/drIngLaur1.1/insdc/GCA_963855925.1.fasta.gz	/lustre/scratch122/tol/data/e/0/2/4/0/4/Inga_laurina/assembly/release/drIngLaur1.1_alternate_haplotype/insdc/GCA_963855915.1.fasta.gz		
	drLytSali1	/lustre/scratch122/tol/data/7/3/1/d/7/f/Lythrum_salicaria	/lustre/scratch122/tol/data/7/3/1/d/7/f/Lythrum_salicaria/assembly/curated/drLytSali1.1/drLytSali1.hap1.1.primary.fa.gz	/lustre/scratch122/tol/data/7/3/1/d/7/f/Lythrum_salicaria/assembly/curated/drLytSali1.1/drLytSali1.hap2.1.primary.fa.gz		
	drRosSpin1	/lustre/scratch122/tol/data/e/6/b/c/9/5/Rosa_spinosissima	/lustre/scratch122/tol/data/e/6/b/c/9/5/Rosa_spinosissima/assembly/release/drRosSpin1.hap1.1/insdc/GCA_965112335.1.fasta.gz	/lustre/scratch122/tol/data/e/6/b/c/9/5/Rosa_spinosissima/assembly/release/drRosSpin1.hap2.1/insdc/GCA_965112575.1.fasta.gz		
very small alt	drTriDubi3	/lustre/scratch122/tol/data/d/3/6/c/e/d/Trifolium_dubium	/lustre/scratch122/tol/data/d/3/6/c/e/d/Trifolium_dubium/assembly/release/drTriDubi3.1/insdc/GCA_951804385.1.fasta.gz	/lustre/scratch122/tol/data/d/3/6/c/e/d/Trifolium_dubium/assembly/release/drTriDubi3.1_alternate_haplotype/insdc/GCA_951804395.1.fasta.gz		
	drTriRepe1	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap1.1/insdc/GCA_977963945.1.fa.gz	/lustre/scratch122/tol/data/f/d/5/a/c/6/Trifolium_repens/assembly/release/drTriRepe1.hap2.1/insdc/GCA_977964325.1.fa.gz		
	drUrtDioi1	/lustre/scratch122/tol/data/d/4/9/4/0/2/Urtica_dioica	/lustre/scratch122/tol/data/d/4/9/4/0/2/Urtica_dioica/assembly/release/drUrtDioi1.1/insdc/GCA_964188135.1.fasta.gz	/lustre/scratch122/tol/data/d/4/9/4/0/2/Urtica_dioica/assembly/release/drUrtDioi1.1_alternate_haplotype/insdc/GCA_964188125.1.fasta.gz		
	laPotCris1	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap2.2/insdc/GCA_965783445.2.fa.gz		
	laPotLuce1	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap2.1/insdc/GCA_965644085.1.fa.gz		
	laPotNata1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz		
	laPotNodo1	/lustre/scratch122/tol/data/3/9/4/9/6/7/Potamogeton_nodosus	/lustre/scratch122/tol/data/3/9/4/9/6/7/Potamogeton_nodosus/assembly/release/laPotNodo1.hap1.1/insdc/GCA_976984665.1.fa.gz	/lustre/scratch122/tol/data/3/9/4/9/6/7/Potamogeton_nodosus/assembly/release/laPotNodo1.hap2.1/insdc/GCA_976984765.1.fa.gz		
	laPotPerf1	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap1.1/insdc/GCA_977036025.1.fa.gz	/lustre/scratch122/tol/data/5/1/a/d/d/f/Potamogeton_perfoliatus/assembly/release/laPotPerf1.hap2.1/insdc/GCA_977036035.1.fa.gz		
	llColAutu1	/lustre/scratch122/tol/data/d/5/f/8/c/a/Colchicum_autumnale	/lustre/scratch122/tol/data/d/5/f/8/c/a/Colchicum_autumnale/assembly/curated/llColAutu1.1/llColAutu1.hap1.1.primary.fa.gz	/lustre/scratch122/tol/data/d/5/f/8/c/a/Colchicum_autumnale/assembly/curated/llColAutu1.1/llColAutu1.hap2.1.primary.fa.gz		
	lpElePalu1	/lustre/scratch122/tol/data/e/e/e/d/3/9/Eleocharis_palustris	/lustre/scratch122/tol/data/e/e/e/d/3/9/Eleocharis_palustris/assembly/curated/lpElePalu1.1/lpElePalu1.hap1.1.primary.fa.gz	/lustre/scratch122/tol/data/e/e/e/d/3/9/Eleocharis_palustris/assembly/curated/lpElePalu1.1/lpElePalu1.hap2.1.primary.fa.gz		
	lpTriTurg1	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap1.1/insdc/GCA_965278285.1.fasta.gz	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap2.1/insdc/GCA_965278335.1.fasta.gz		
