unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b
HAP2_chr11	HAP4_chr11	chr11	953	1507	12149	12697
HAP3_chr11	HAP4_chr11	chr11	1135	1649	12182	12697
HAP1_chr12	HAP2_chr12	chr12	517	6184	6295	11144
HAP1_chr12	HAP3_chr12	chr12	1311	1165	6295	6153
HAP1_chr12	HAP4_chr12	chr12	683	185	6295	5797
HAP2_chr12	HAP3_chr12	chr12	5303	305	11144	6153
HAP2_chr12	HAP4_chr12	chr12	6479	335	11144	5797
HAP3_chr12	HAP4_chr12	chr12	1258	899	6153	5797
HAP1_chr13	HAP2_chr13	chr13	935	1054	6516	6635
HAP1_chr13	HAP3_chr13	chr13	287	2101	6516	8330
HAP1_chr13	HAP4_chr13	chr13	3777	95	6516	2924
HAP2_chr13	HAP3_chr13	chr13	754	2449	6635	8330
HAP2_chr13	HAP4_chr13	chr13	3923	136	6635	2924
HAP3_chr13	HAP4_chr13	chr13	6182	61	8330	2924
HAP1_chr14	HAP2_chr14	chr14	1096	959	7149	6839
HAP1_chr14	HAP3_chr14	chr14	1589	517	7149	5999
HAP1_chr14	HAP4_chr14	chr14	1612	324	7149	5867
HAP2_chr14	HAP3_chr14	chr14	1178	349	6839	5999
HAP2_chr14	HAP4_chr14	chr14	1368	369	6839	5867
HAP3_chr14	HAP4_chr14	chr14	760	608	5999	5867
HAP1_chr15	HAP2_chr15	chr15	828	829	7505	7506
HAP1_chr15	HAP3_chr15	chr15	1217	1319	7505	7607
HAP1_chr15	HAP4_chr15	chr15	3498	193	7505	4332
HAP2_chr15	HAP3_chr15	chr15	965	1066	7506	7607
HAP2_chr15	HAP4_chr15	chr15	3578	245	7506	4332
HAP3_chr15	HAP4_chr15	chr15	3664	165	7607	4332
HAP1_chr16	HAP2_chr16	chr16	3472	379	8848	5755
HAP1_chr16	HAP3_chr16	chr16	583	3489	8848	11753
HAP1_chr16	HAP4_chr16	chr16	3238	416	8848	6025
HAP2_chr16	HAP3_chr16	chr16	331	6996	5755	11753
HAP2_chr16	HAP4_chr16	chr16	130	393	5755	6025
HAP3_chr16	HAP4_chr16	chr16	6616	378	11753	6025
HAP1_chr17	HAP2_chr17	chr17	254	3409	10217	13352
HAP1_chr17	HAP3_chr17	chr17	1566	1312	10217	9982
HAP1_chr17	HAP4_chr17	chr17	6571	39	10217	3707
HAP2_chr17	HAP3_chr17	chr17	3761	256	13352	9982
HAP2_chr17	HAP4_chr17	chr17	11004	57	13352	3707
HAP3_chr17	HAP4_chr17	chr17	6747	68	9982	3707
