,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP1_chr20,HAP1_chr21,HAP1_chr22,HAP1_chr23,HAP1_chr24,HAP1_chr25,HAP1_chr26,HAP1_chr27,HAP1_chr28,HAP1_chr29,HAP1_chr30,HAP1_chr31,HAP1_chr32,HAP1_chr33,HAP1_chr34,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP2_chr20,HAP2_chr21,HAP2_chr22,HAP2_chr23,HAP2_chr24,HAP2_chr25,HAP2_chr26,HAP2_chr27,HAP2_chr28,HAP2_chr29,HAP2_chr30,HAP2_chr31,HAP2_chr32,HAP2_chr33,HAP2_chr34
HAP1_chr33,0.123117,0.109957,0.120559,0.108787,0.120364,0.119573,0.109594,0.120128,0.110471,0.122442,0.120907,0.120512,0.120753,0.107812,0.109406,0.109880,0.108161,0.109745,0.121200,0.120679,0.109337,0.099454,0.114694,0.109315,0.109286,0.120463,0.109826,0.049570,0.121114,0.121287,0.108611,0.103806,0.000000,0.109169,0.122888,0.112902,0.119913,0.108715,0.120206,0.119131,0.109647,0.120129,0.110026,0.122441,0.120500,0.121003,0.120617,0.109093,0.110354,0.109934,0.108779,0.109889,0.121191,0.120317,0.110160,0.099621,0.114274,0.109249,0.108982,0.120830,0.109652,0.049493,0.121176,0.119785,0.109306,0.103971,0.012656,0.108714
HAP1_chr34,0.124158,0.111261,0.120728,0.109735,0.120652,0.118154,0.109657,0.121188,0.110296,0.121616,0.120960,0.121392,0.121222,0.107015,0.109784,0.110572,0.109144,0.118768,0.122220,0.121288,0.109745,0.107966,0.111160,0.110192,0.109538,0.049462,0.109849,0.121748,0.121016,0.121176,0.110393,0.101681,0.109169,0.000000,0.123802,0.113757,0.120311,0.109450,0.120500,0.117914,0.110926,0.121366,0.110568,0.121600,0.121152,0.121470,0.121208,0.109575,0.109957,0.109549,0.109158,0.118998,0.121907,0.121389,0.110967,0.106303,0.111087,0.110373,0.108772,0.049500,0.109738,0.122134,0.122085,0.119521,0.109026,0.101224,0.109429,0.013404
HAP2_chr01,0.006104,0.046892,0.107976,0.119935,0.109109,0.107749,0.118555,0.109354,0.120558,0.102916,0.109254,0.109346,0.109143,0.121244,0.113254,0.120246,0.121076,0.109269,0.110168,0.109671,0.122438,0.120897,0.110749,0.123270,0.122854,0.110003,0.109595,0.110433,0.101453,0.109228,0.120569,0.124475,0.122888,0.123802,0.000000,0.050867,0.107689,0.119824,0.108780,0.107566,0.121531,0.108902,0.120222,0.103383,0.109312,0.109235,0.109123,0.120594,0.113183,0.122153,0.121454,0.109548,0.110325,0.110192,0.123240,0.122502,0.110980,0.123013,0.122964,0.110259,0.110502,0.111509,0.101554,0.109407,0.121864,0.122748,0.121822,0.123196
HAP2_chr02,0.050926,0.026533,0.118438,0.110175,0.120408,0.118615,0.110201,0.120158,0.111100,0.109713,0.120534,0.119855,0.119878,0.110408,0.101745,0.111917,0.111087,0.122176,0.121792,0.121481,0.112476,0.112278,0.123215,0.113192,0.112304,0.121847,0.102637,0.122621,0.110230,0.120979,0.111530,0.114734,0.112902,0.113757,0.050867,0.000000,0.117738,0.110525,0.120320,0.118338,0.111974,0.120142,0.111017,0.109829,0.120373,0.119842,0.120135,0.106042,0.102976,0.112701,0.111414,0.122293,0.121599,0.121692,0.113118,0.112811,0.122911,0.113346,0.113236,0.121897,0.102780,0.122869,0.110337,0.121357,0.112442,0.113174,0.111966,0.112705
HAP2_chr03,0.108125,0.117767,0.008828,0.102082,0.094336,0.104292,0.115772,0.105974,0.047528,0.106797,0.106363,0.106069,0.107220,0.117802,0.118071,0.116948,0.118038,0.106159,0.107365,0.106730,0.118405,0.117041,0.107386,0.119391,0.118914,0.106936,0.117774,0.108071,0.108277,0.107399,0.118056,0.119950,0.119913,0.120311,0.107689,0.117738,0.000000,0.101806,0.094304,0.103503,0.117973,0.105529,0.047320,0.106959,0.106098,0.106257,0.107308,0.117540,0.117111,0.118955,0.118413,0.106740,0.107321,0.106429,0.118970,0.119178,0.107967,0.118354,0.118767,0.106667,0.119279,0.108861,0.108034,0.107576,0.119835,0.118728,0.119238,0.119241
HAP2_chr04,0.119423,0.108336,0.102192,0.014965,0.048756,0.115980,0.107334,0.117946,0.095542,0.119405,0.118572,0.117930,0.117898,0.106622,0.108422,0.108992,0.106807,0.118414,0.119882,0.119206,0.108741,0.107827,0.119706,0.109408,0.108512,0.118518,0.107577,0.119756,0.119280,0.119610,0.109381,0.109120,0.108715,0.109450,0.119824,0.110525,0.101806,0.000000,0.048750,0.115864,0.108076,0.118178,0.095376,0.119292,0.118483,0.118212,0.118046,0.107177,0.109184,0.109293,0.107370,0.118785,0.119351,0.119304,0.108950,0.107485,0.119642,0.109006,0.108625,0.118509,0.108429,0.119993,0.119588,0.119534,0.109405,0.109260,0.107465,0.108072
HAP2_chr05,0.108890,0.119017,0.094589,0.048386,0.007688,0.105308,0.117454,0.106995,0.103852,0.107195,0.106914,0.107061,0.107446,0.119046,0.119628,0.118124,0.119624,0.106147,0.107654,0.107448,0.120069,0.118143,0.108099,0.120786,0.120331,0.106696,0.117905,0.107878,0.108045,0.107078,0.118812,0.121816,0.120206,0.120500,0.108780,0.120320,0.094304,0.048750,0.000000,0.104670,0.119375,0.106336,0.104027,0.107094,0.106802,0.106828,0.107637,0.118676,0.119336,0.120053,0.119807,0.106743,0.107920,0.107674,0.120507,0.120096,0.108383,0.119948,0.120222,0.107140,0.119947,0.108966,0.108185,0.106723,0.120490,0.120235,0.119497,0.120175
HAP2_chr06,0.108044,0.118122,0.104363,0.116100,0.105182,0.006213,0.115355,0.105810,0.117456,0.106980,0.105771,0.105525,0.093631,0.051120,0.117791,0.116472,0.102620,0.104129,0.106270,0.105122,0.119430,0.115641,0.106136,0.118900,0.118182,0.104634,0.117931,0.105986,0.106988,0.104107,0.115899,0.120637,0.119131,0.117914,0.107566,0.118338,0.103503,0.115864,0.104670,0.000000,0.117124,0.105185,0.117057,0.106605,0.105720,0.105305,0.093768,0.053465,0.117399,0.118296,0.102977,0.104387,0.106256,0.105815,0.119228,0.117460,0.107198,0.118683,0.118052,0.104978,0.119715,0.107098,0.107338,0.103028,0.117609,0.118886,0.118627,0.117084
HAP2_chr07,0.121788,0.109875,0.118526,0.107853,0.119256,0.117614,0.019288,0.049095,0.109727,0.120676,0.119454,0.104991,0.119520,0.107223,0.109534,0.097827,0.108347,0.120573,0.121083,0.120737,0.109991,0.109880,0.121387,0.109747,0.110452,0.120910,0.110087,0.120971,0.120508,0.120838,0.110484,0.110993,0.109647,0.110926,0.121531,0.111974,0.117973,0.108076,0.119375,0.117124,0.000000,0.049362,0.109432,0.120887,0.119383,0.105019,0.119545,0.107613,0.110148,0.097305,0.107963,0.120989,0.120585,0.120663,0.109837,0.109120,0.121162,0.109800,0.110173,0.120726,0.109847,0.121288,0.120757,0.120228,0.109573,0.109966,0.108988,0.109605
HAP2_chr08,0.109411,0.119618,0.106133,0.118177,0.107150,0.105417,0.049272,0.010291,0.118795,0.107788,0.106893,0.095866,0.107241,0.118850,0.119516,0.103884,0.119544,0.106322,0.107711,0.107544,0.120405,0.118333,0.108024,0.120597,0.119410,0.107596,0.119354,0.107599,0.107778,0.107775,0.119009,0.121663,0.120129,0.121366,0.108902,0.120142,0.105529,0.118178,0.106336,0.105185,0.049362,0.000000,0.118589,0.107655,0.106881,0.095862,0.107280,0.117492,0.119278,0.104783,0.119619,0.106666,0.107454,0.107423,0.120391,0.120254,0.108449,0.119969,0.120019,0.107671,0.120090,0.109018,0.108102,0.107213,0.120673,0.119954,0.119554,0.120436
HAP2_chr09,0.120358,0.109227,0.047298,0.094863,0.103734,0.117545,0.108257,0.119010,0.014937,0.119971,0.119202,0.118818,0.119780,0.108276,0.108919,0.109890,0.108118,0.120927,0.120689,0.120554,0.109886,0.109811,0.121821,0.109997,0.109558,0.120164,0.110572,0.121731,0.120300,0.121880,0.110513,0.110239,0.110026,0.110568,0.120222,0.111017,0.047320,0.095376,0.104027,0.117057,0.109432,0.118589,0.000000,0.120399,0.119487,0.118642,0.119890,0.108995,0.110296,0.110147,0.108418,0.121103,0.120743,0.120198,0.109536,0.109669,0.121947,0.110323,0.109891,0.119736,0.110524,0.121993,0.121082,0.121526,0.111409,0.110029,0.109461,0.110002
HAP2_chr10,0.103653,0.112107,0.106985,0.119104,0.107795,0.107220,0.117607,0.108148,0.120548,0.008142,0.103712,0.108530,0.107870,0.120834,0.048761,0.120015,0.120878,0.107759,0.109032,0.107421,0.115275,0.119558,0.108683,0.122564,0.120935,0.107231,0.120722,0.109122,0.108963,0.108261,0.119834,0.121504,0.122441,0.121600,0.103383,0.109829,0.106959,0.119292,0.107094,0.106605,0.120887,0.107655,0.120399,0.000000,0.103872,0.108123,0.108348,0.117740,0.048874,0.121757,0.121030,0.108072,0.109080,0.107509,0.115312,0.121156,0.108923,0.122189,0.120966,0.107986,0.122264,0.110324,0.109267,0.107211,0.121390,0.120676,0.121260,0.120923
HAP2_chr11,0.109559,0.120094,0.106587,0.117974,0.107178,0.106127,0.117522,0.107941,0.119867,0.104034,0.006981,0.106958,0.108031,0.119674,0.113993,0.119307,0.120527,0.105990,0.107056,0.107278,0.048928,0.118047,0.107777,0.120049,0.119968,0.105929,0.119248,0.107709,0.108286,0.099102,0.108239,0.120635,0.120500,0.121152,0.109312,0.120373,0.106098,0.118483,0.106802,0.105720,0.119383,0.106881,0.119487,0.103872,0.000000,0.106832,0.108112,0.118052,0.113604,0.120196,0.120432,0.106158,0.106766,0.107458,0.049363,0.120389,0.108360,0.119738,0.120165,0.106380,0.120409,0.108748,0.108375,0.101565,0.109371,0.120058,0.120135,0.120451
HAP2_chr12,0.109756,0.120227,0.106384,0.118499,0.106680,0.105518,0.103804,0.095900,0.119000,0.108394,0.106807,0.007495,0.106929,0.119204,0.119765,0.049562,0.120215,0.106225,0.107135,0.106450,0.120170,0.118126,0.107140,0.121343,0.120027,0.107432,0.119963,0.107568,0.108260,0.106898,0.118437,0.121547,0.121003,0.121470,0.109235,0.119842,0.106257,0.118212,0.106828,0.105305,0.105019,0.095862,0.118642,0.108123,0.106832,0.000000,0.107326,0.114296,0.119463,0.049776,0.120505,0.107608,0.106349,0.105715,0.120297,0.120403,0.107641,0.120614,0.119851,0.107419,0.120746,0.108991,0.108236,0.105931,0.120513,0.119507,0.119996,0.120246
HAP2_chr13,0.110015,0.120126,0.107246,0.118321,0.107847,0.094268,0.117854,0.107517,0.120110,0.108410,0.108018,0.107381,0.003825,0.103341,0.119052,0.118029,0.049522,0.105145,0.108286,0.107497,0.120668,0.115618,0.108545,0.121027,0.119905,0.107341,0.119550,0.107694,0.109001,0.106858,0.117344,0.121805,0.120617,0.121208,0.109123,0.120135,0.107308,0.118046,0.107637,0.093768,0.119545,0.107280,0.119890,0.108348,0.108112,0.107326,0.000000,0.104322,0.119327,0.119672,0.049424,0.105299,0.108680,0.107868,0.120010,0.117940,0.108867,0.120687,0.119957,0.107617,0.121079,0.108496,0.108829,0.105320,0.118889,0.119867,0.119823,0.119814
HAP2_chr14,0.121030,0.109282,0.118353,0.107675,0.118926,0.053522,0.106782,0.117634,0.109221,0.117899,0.118305,0.114291,0.104221,0.017913,0.106581,0.104312,0.095424,0.120052,0.120086,0.119599,0.108797,0.108656,0.120644,0.109514,0.108863,0.119351,0.109735,0.120924,0.119819,0.117674,0.106727,0.109654,0.109093,0.109575,0.120594,0.106042,0.117540,0.107177,0.118676,0.053465,0.107613,0.117492,0.108995,0.117740,0.118052,0.114296,0.104322,0.000000,0.107491,0.105280,0.095875,0.120070,0.119998,0.119593,0.108853,0.108536,0.121013,0.109928,0.109467,0.119349,0.109294,0.121030,0.120026,0.116935,0.106480,0.110213,0.108777,0.108815
HAP2_chr15,0.113565,0.103497,0.118105,0.107926,0.119774,0.117683,0.106462,0.119598,0.109623,0.048880,0.113805,0.119609,0.119010,0.108101,0.021399,0.108261,0.109789,0.120741,0.120793,0.119829,0.105512,0.106701,0.121133,0.111440,0.109443,0.119397,0.107697,0.120694,0.120748,0.120188,0.107025,0.112000,0.110354,0.109957,0.113183,0.102976,0.117111,0.109184,0.119336,0.117399,0.110148,0.119278,0.110296,0.048874,0.113604,0.119463,0.119327,0.107491,0.000000,0.111520,0.109851,0.120889,0.120419,0.119852,0.106217,0.110282,0.121244,0.111633,0.109853,0.119513,0.111292,0.121049,0.120838,0.119273,0.111044,0.107881,0.110594,0.109894
HAP2_chr16,0.122537,0.109914,0.119413,0.109270,0.120327,0.118477,0.097431,0.104616,0.110006,0.121463,0.120359,0.049690,0.119943,0.107858,0.109603,0.020157,0.108956,0.120282,0.120780,0.120966,0.110124,0.109812,0.121081,0.110436,0.109843,0.120493,0.110269,0.121168,0.120650,0.120473,0.110448,0.110968,0.109934,0.109549,0.122153,0.112701,0.118955,0.109293,0.120053,0.118296,0.097305,0.104783,0.110147,0.121757,0.120196,0.049776,0.119672,0.105280,0.111520,0.000000,0.108716,0.120505,0.120886,0.120621,0.109964,0.108842,0.120846,0.110572,0.109672,0.120334,0.109581,0.121984,0.121377,0.120011,0.109713,0.110540,0.109202,0.108810
HAP2_chr17,0.121536,0.108911,0.118216,0.106840,0.119999,0.103160,0.108633,0.119523,0.109072,0.121284,0.120419,0.120477,0.049407,0.093982,0.109659,0.109330,0.009698,0.118189,0.120901,0.120365,0.109997,0.106867,0.121376,0.109099,0.108513,0.119739,0.109244,0.120101,0.120467,0.119128,0.107971,0.109791,0.108779,0.109158,0.121454,0.111414,0.118413,0.107370,0.119807,0.102977,0.107963,0.119619,0.108418,0.121030,0.120432,0.120505,0.049424,0.095875,0.109851,0.108716,0.000000,0.117865,0.120724,0.121040,0.110196,0.105732,0.121582,0.108991,0.107861,0.120112,0.109152,0.120050,0.120882,0.117853,0.107043,0.110075,0.107974,0.107905
HAP2_chr18,0.110235,0.121752,0.106439,0.119679,0.106493,0.104775,0.119387,0.107546,0.121811,0.107896,0.105924,0.107519,0.105185,0.119284,0.120725,0.119015,0.117783,0.005524,0.107156,0.106291,0.121140,0.050966,0.107141,0.121554,0.120372,0.104552,0.120057,0.098894,0.107765,0.105328,0.118348,0.121301,0.109889,0.118998,0.109548,0.122293,0.106740,0.118785,0.106743,0.104387,0.120989,0.106666,0.121103,0.108072,0.106158,0.107608,0.105299,0.120070,0.120889,0.120505,0.117865,0.000000,0.107136,0.106694,0.121242,0.051446,0.107476,0.121166,0.120276,0.104571,0.120955,0.099586,0.107657,0.103369,0.119989,0.120593,0.109471,0.117624
HAP2_chr19,0.110431,0.121351,0.107442,0.118924,0.108029,0.106120,0.118794,0.108192,0.120649,0.108862,0.107509,0.106687,0.108248,0.120704,0.120808,0.119805,0.120522,0.106480,0.008953,0.095694,0.120780,0.118560,0.108080,0.050218,0.104958,0.106684,0.119888,0.107964,0.108697,0.107947,0.119917,0.121569,0.121191,0.121907,0.110325,0.121599,0.107321,0.119351,0.107920,0.106256,0.120585,0.107454,0.120743,0.109080,0.106766,0.106349,0.108680,0.119998,0.120419,0.120886,0.120724,0.107136,0.000000,0.095814,0.121224,0.119499,0.109029,0.049971,0.104578,0.107124,0.121307,0.108775,0.109002,0.106803,0.120934,0.120585,0.120446,0.121179
HAP2_chr20,0.110425,0.121174,0.106911,0.118931,0.107181,0.106261,0.118384,0.107866,0.120217,0.107714,0.107452,0.105946,0.107290,0.120210,0.119990,0.118877,0.120458,0.105890,0.096155,0.008630,0.121054,0.118961,0.107729,0.105297,0.049382,0.107335,0.119751,0.107867,0.107834,0.107100,0.119283,0.121197,0.120317,0.121389,0.110192,0.121692,0.106429,0.119304,0.107674,0.105815,0.120663,0.107423,0.120198,0.107509,0.107458,0.105715,0.107868,0.119593,0.119852,0.120621,0.121040,0.106694,0.095814,0.000000,0.121313,0.120818,0.108072,0.105013,0.049479,0.108193,0.120931,0.109092,0.107921,0.105417,0.121330,0.119979,0.119630,0.121113
HAP2_chr21,0.123457,0.110925,0.119513,0.109027,0.120825,0.119634,0.110172,0.120643,0.110414,0.114980,0.049410,0.119871,0.120359,0.108901,0.105091,0.110577,0.109837,0.120771,0.120806,0.121671,0.014185,0.110267,0.120961,0.110577,0.110451,0.120709,0.110318,0.121559,0.120625,0.109634,0.101133,0.109888,0.110160,0.110967,0.123240,0.113118,0.118970,0.108950,0.120507,0.119228,0.109837,0.120391,0.109536,0.115312,0.049363,0.120297,0.120010,0.108853,0.106217,0.109964,0.110196,0.121242,0.121224,0.121313,0.000000,0.110228,0.120836,0.111037,0.110250,0.120278,0.110204,0.121921,0.121158,0.113677,0.100557,0.110921,0.109768,0.109841
HAP2_chr22,0.122699,0.110029,0.119446,0.107757,0.119943,0.117412,0.109122,0.120306,0.109376,0.121098,0.120243,0.120723,0.117476,0.106608,0.108957,0.109588,0.106109,0.051532,0.120019,0.120697,0.110279,0.020421,0.120836,0.107940,0.109170,0.117783,0.109485,0.109501,0.120767,0.119776,0.108327,0.108786,0.099621,0.106303,0.122502,0.112811,0.119178,0.107485,0.120096,0.117460,0.109120,0.120254,0.109669,0.121156,0.120389,0.120403,0.117940,0.108536,0.110282,0.108842,0.105732,0.051446,0.119499,0.120818,0.110228,0.000000,0.121266,0.108148,0.107656,0.117877,0.109110,0.109762,0.121221,0.118322,0.107673,0.109192,0.098603,0.105467
HAP2_chr23,0.111264,0.122532,0.108437,0.120332,0.109073,0.107326,0.119576,0.109208,0.122236,0.108903,0.108495,0.107516,0.108654,0.120879,0.120484,0.119387,0.121467,0.106735,0.108750,0.108038,0.120945,0.119442,0.005268,0.121792,0.121599,0.100409,0.120453,0.103437,0.108751,0.107839,0.119932,0.049818,0.114274,0.111087,0.110980,0.122911,0.107967,0.119642,0.108383,0.107198,0.121162,0.108449,0.121947,0.108923,0.108360,0.107641,0.108867,0.121013,0.121244,0.120846,0.121582,0.107476,0.109029,0.108072,0.120836,0.121266,0.000000,0.121309,0.121445,0.100231,0.122113,0.104866,0.108689,0.106595,0.121578,0.049484,0.113334,0.110779
HAP2_chr24,0.123480,0.110621,0.118717,0.108638,0.119894,0.119190,0.109796,0.120417,0.110398,0.122266,0.120207,0.120896,0.120248,0.108626,0.109952,0.110313,0.108761,0.120642,0.049736,0.105078,0.109924,0.109106,0.121144,0.014974,0.096601,0.120311,0.110090,0.121233,0.120871,0.120470,0.110591,0.110452,0.109249,0.110373,0.123013,0.113346,0.118354,0.109006,0.119948,0.118683,0.109800,0.119969,0.110323,0.122189,0.119738,0.120614,0.120687,0.109928,0.111633,0.110572,0.108991,0.121166,0.049971,0.105013,0.111037,0.108148,0.121309,0.000000,0.096311,0.120201,0.110105,0.121522,0.121444,0.119581,0.110239,0.109665,0.108414,0.108723
HAP2_chr25,0.123134,0.110280,0.119257,0.108225,0.120544,0.118050,0.108704,0.119929,0.109337,0.120964,0.120395,0.119889,0.119852,0.107356,0.108570,0.109045,0.108000,0.120139,0.104908,0.049497,0.109791,0.108179,0.121292,0.096620,0.015734,0.119333,0.108662,0.120748,0.120684,0.120627,0.109381,0.110728,0.108982,0.108772,0.122964,0.113236,0.118767,0.108625,0.120222,0.118052,0.110173,0.120019,0.109891,0.120966,0.120165,0.119851,0.119957,0.109467,0.109853,0.109672,0.107861,0.120276,0.104578,0.049479,0.110250,0.107656,0.121445,0.096311,0.000000,0.119596,0.109657,0.121369,0.120889,0.119685,0.108985,0.109649,0.108691,0.107813
HAP2_chr26,0.110945,0.121643,0.106942,0.118789,0.107456,0.105163,0.118750,0.108247,0.120072,0.107667,0.106357,0.107411,0.107376,0.118635,0.119978,0.119154,0.120228,0.104488,0.107280,0.107611,0.119828,0.116562,0.100262,0.120779,0.119994,0.008663,0.119422,0.107174,0.107508,0.105820,0.118595,0.110940,0.120830,0.049500,0.110259,0.121897,0.106667,0.118509,0.107140,0.104978,0.120726,0.107671,0.119736,0.107986,0.106380,0.107419,0.107617,0.119349,0.119513,0.120334,0.120112,0.104571,0.107124,0.108193,0.120278,0.117877,0.100231,0.120201,0.119596,0.000000,0.120777,0.108733,0.107458,0.104246,0.120137,0.110312,0.120043,0.049564
HAP2_chr27,0.110952,0.101090,0.119894,0.109104,0.120212,0.119921,0.109997,0.119518,0.110788,0.122345,0.120436,0.120577,0.121019,0.108822,0.109979,0.110266,0.109007,0.120745,0.121657,0.121117,0.109273,0.110224,0.122032,0.110021,0.110141,0.120571,0.021481,0.122274,0.049386,0.121413,0.110718,0.111225,0.109652,0.109738,0.110502,0.102780,0.119279,0.108429,0.119947,0.119715,0.109847,0.120090,0.110524,0.122264,0.120409,0.120746,0.121079,0.109294,0.111292,0.109581,0.109152,0.120955,0.121307,0.120931,0.110204,0.109110,0.122113,0.110105,0.109657,0.120777,0.000000,0.122565,0.049593,0.120056,0.109657,0.110942,0.108985,0.108594
HAP2_chr28,0.111751,0.122496,0.109073,0.120194,0.109495,0.107438,0.119643,0.109368,0.121780,0.110076,0.108704,0.109021,0.108314,0.120613,0.121306,0.119490,0.119789,0.099364,0.108932,0.108519,0.122289,0.108519,0.104440,0.121877,0.121454,0.108537,0.120864,0.010656,0.109095,0.107566,0.119375,0.115397,0.049493,0.122134,0.111509,0.122869,0.108861,0.119993,0.108966,0.107098,0.121288,0.109018,0.121993,0.110324,0.108748,0.108991,0.108496,0.121030,0.121049,0.121984,0.120050,0.099586,0.108775,0.109092,0.121921,0.109762,0.104866,0.121522,0.121369,0.108733,0.122565,0.000000,0.109424,0.106457,0.120323,0.114092,0.049808,0.120985
HAP2_chr29,0.101785,0.109913,0.108412,0.119561,0.108768,0.107615,0.119230,0.108628,0.121283,0.108880,0.108348,0.108213,0.108800,0.120907,0.121196,0.119645,0.120741,0.108004,0.108505,0.107740,0.120861,0.119451,0.108494,0.121796,0.121081,0.107399,0.049659,0.108372,0.009449,0.107530,0.119924,0.121521,0.121176,0.122085,0.101554,0.110337,0.108034,0.119588,0.108185,0.107338,0.120757,0.108102,0.121082,0.109267,0.108375,0.108236,0.108829,0.120026,0.120838,0.121377,0.120882,0.107657,0.109002,0.107921,0.121158,0.121221,0.108689,0.121444,0.120889,0.107458,0.049593,0.109424,0.000000,0.106466,0.121335,0.120045,0.120314,0.121026
HAP2_chr30,0.110172,0.120286,0.107195,0.119898,0.106910,0.103259,0.118677,0.106963,0.121705,0.107197,0.100994,0.105954,0.105142,0.118877,0.120120,0.118742,0.117925,0.103414,0.106494,0.105003,0.113480,0.116634,0.106444,0.120207,0.120016,0.104027,0.118116,0.104787,0.106165,0.011799,0.058208,0.121150,0.119785,0.119521,0.109407,0.121357,0.107576,0.119534,0.106723,0.103028,0.120228,0.107213,0.121526,0.107211,0.101565,0.105931,0.105320,0.116935,0.119273,0.120011,0.117853,0.103369,0.106803,0.105417,0.113677,0.118322,0.106595,0.119581,0.119685,0.104246,0.120056,0.106457,0.106466,0.000000,0.057891,0.119444,0.119205,0.118753
HAP2_chr31,0.122111,0.109894,0.120243,0.109275,0.120475,0.117673,0.109994,0.120834,0.111347,0.121894,0.109150,0.120390,0.118754,0.107242,0.109859,0.110305,0.107315,0.119739,0.121278,0.121456,0.100901,0.108646,0.121322,0.109769,0.109324,0.120138,0.110151,0.120443,0.121643,0.050143,0.020905,0.109843,0.109306,0.109026,0.121864,0.112442,0.119835,0.109405,0.120490,0.117609,0.109573,0.120673,0.111409,0.121390,0.109371,0.120513,0.118889,0.106480,0.111044,0.109713,0.107043,0.119989,0.120934,0.121330,0.100557,0.107673,0.121578,0.110239,0.108985,0.120137,0.109657,0.120323,0.121335,0.057891,0.000000,0.110222,0.108734,0.108191
HAP2_chr32,0.122984,0.110300,0.119077,0.107277,0.120219,0.119230,0.106521,0.119875,0.109685,0.120816,0.120360,0.119613,0.120085,0.108577,0.108086,0.107234,0.109517,0.120262,0.120693,0.119855,0.110771,0.106100,0.049724,0.110028,0.109029,0.110166,0.107398,0.114302,0.119799,0.120855,0.107660,0.019091,0.103971,0.101224,0.122748,0.113174,0.118728,0.109260,0.120235,0.118886,0.109966,0.119954,0.110029,0.120676,0.120058,0.119507,0.119867,0.110213,0.107881,0.110540,0.110075,0.120593,0.120585,0.119979,0.110921,0.109192,0.049484,0.109665,0.109649,0.110312,0.110942,0.114092,0.120045,0.119444,0.110222,0.000000,0.103687,0.099794
HAP2_chr33,0.121689,0.109472,0.119762,0.108167,0.120160,0.119189,0.109199,0.119004,0.109917,0.121612,0.120231,0.119742,0.119766,0.107768,0.110083,0.109056,0.107264,0.109137,0.120878,0.119778,0.109051,0.099081,0.113907,0.108495,0.109273,0.119766,0.110010,0.049384,0.120138,0.120226,0.108568,0.103657,0.012656,0.109429,0.121822,0.111966,0.119238,0.107465,0.119497,0.118627,0.108988,0.119554,0.109461,0.121260,0.120135,0.119996,0.119823,0.108777,0.110594,0.109202,0.107974,0.109471,0.120446,0.119630,0.109768,0.098603,0.113334,0.108414,0.108691,0.120043,0.108985,0.049808,0.120314,0.119205,0.108734,0.103687,0.000000,0.107870
HAP2_chr34,0.123230,0.110628,0.119852,0.108494,0.120257,0.117196,0.109056,0.120105,0.109414,0.121318,0.120381,0.120688,0.119939,0.106021,0.108449,0.108786,0.107912,0.117405,0.121128,0.120842,0.109746,0.106049,0.111180,0.109144,0.108482,0.049697,0.108266,0.120585,0.120547,0.120195,0.107787,0.101231,0.108714,0.013404,0.123196,0.112705,0.119241,0.108072,0.120175,0.117084,0.109605,0.120436,0.110002,0.120923,0.120451,0.120246,0.119814,0.108815,0.109894,0.108810,0.107905,0.117624,0.121179,0.121113,0.109841,0.105467,0.110779,0.108723,0.107813,0.049564,0.108594,0.120985,0.121026,0.118753,0.108191,0.099794,0.107870,0.000000
