chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr02	chr12	0.079363	1.017	0.845378	0.887869	False
chr01	chr12	0.079404	1.023	0.846833	0.887869	False
chr02	chr13	0.079420	1.025	0.847391	0.887869	False
chr03	chr09	0.079430	1.027	0.847722	0.887869	False
chr05	chr12	0.079442	1.029	0.848156	0.887869	False
chr05	chr16	0.079445	1.029	0.848243	0.887869	False
chr04	chr09	0.079466	1.032	0.848997	0.887869	False
chr08	chr16	0.079470	1.033	0.849135	0.887869	False
chr08	chr13	0.079524	1.041	0.850986	0.887869	False
chr07	chr12	0.079535	1.042	0.851346	0.887869	False
chr02	chr11	0.079558	1.046	0.852132	0.887869	False
chr05	chr15	0.079559	1.046	0.852175	0.887869	False
chr05	chr14	0.079564	1.047	0.852354	0.887869	False
chr01	chr13	0.079620	1.055	0.854238	0.887869	False
chr08	chr09	0.079702	1.067	0.857008	0.887869	False
chr01	chr15	0.079774	1.078	0.85938	0.887869	False
chr08	chr15	0.079796	1.081	0.86012	0.887869	False
chr08	chr12	0.079804	1.082	0.860367	0.887869	False
chr01	chr11	0.079828	1.086	0.861153	0.887869	False
chr03	chr11	0.079892	1.095	0.863243	0.887869	False
chr03	chr15	0.079907	1.097	0.863728	0.887869	False
chr03	chr12	0.079925	1.100	0.864317	0.887869	False
chr03	chr13	0.079933	1.101	0.864574	0.887869	False
chr02	chr16	0.080000	1.111	0.866692	0.887869	False
chr03	chr16	0.080032	1.116	0.867723	0.887869	False
chr04	chr13	0.080036	1.116	0.867865	0.887869	False
chr01	chr16	0.080077	1.122	0.869133	0.887869	False
chr04	chr15	0.080093	1.125	0.869659	0.887869	False
chr04	chr11	0.080119	1.129	0.870448	0.887869	False
chr02	chr14	0.080153	1.134	0.87152	0.887869	False
chr01	chr14	0.080400	1.170	0.879005	0.887869	False
chr04	chr16	0.080428	1.174	0.879835	0.887869	False
chr03	chr14	0.080449	1.177	0.88047	0.887869	False
chr04	chr14	0.080878	1.241	0.892633	0.892633	False
