unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr13	HAP2_chr13	chr13	1721	348	3290	1909	0.397961	0.165976
HAP1_chr13	HAP3_chr13	chr13	509	1388	3290	4020	0.259508	0.163455
HAP1_chr13	HAP4_chr13	chr13	1800	328	3290	1810	0.417255	0.170116
HAP2_chr13	HAP3_chr13	chr13	397	2508	1909	4020	0.489965	0.143723
HAP2_chr13	HAP4_chr13	chr13	375	261	1909	1810	0.171014	0.203764
HAP3_chr13	HAP4_chr13	chr13	2498	288	4020	1810	0.477873	0.143725
HAP1_chr14	HAP2_chr14	chr14	2073	1340	4650	4050	0.392299	0.020450
HAP1_chr14	HAP3_chr14	chr14	1880	825	4650	3688	0.324418	0.086042
HAP1_chr14	HAP4_chr14	chr14	1545	838	4650	3950	0.277093	0.019871
HAP2_chr14	HAP3_chr14	chr14	1385	1095	4050	3688	0.320496	0.127352
HAP2_chr14	HAP4_chr14	chr14	1339	1393	4050	3950	0.341500	0.126152
HAP3_chr14	HAP4_chr14	chr14	982	1356	3688	3950	0.306101	0.112604
HAP1_chr15	HAP2_chr15	chr15	181	3410	2894	5510	0.427297	0.044936
HAP1_chr15	HAP3_chr15	chr15	1481	233	2894	1821	0.363521	0.083010
HAP1_chr15	HAP4_chr15	chr15	422	1321	2894	3590	0.268816	0.207466
HAP2_chr15	HAP3_chr15	chr15	3960	84	5510	1821	0.551630	0.169103
HAP2_chr15	HAP4_chr15	chr15	2546	263	5510	3590	0.308681	0.156957
HAP3_chr15	HAP4_chr15	chr15	240	2187	1821	3590	0.448531	0.142793
