chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.019426	False
chr10	HAP1_chr10	HAP3_chr10	HAP1	HAP3	0.016863	False
chr10	HAP1_chr10	HAP4_chr10	HAP1	HAP4	0.146376	False
chr10	HAP2_chr10	HAP3_chr10	HAP2	HAP3	0.019336	False
chr10	HAP2_chr10	HAP4_chr10	HAP2	HAP4	0.146216	False
chr10	HAP3_chr10	HAP4_chr10	HAP3	HAP4	0.145217	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.018944	False
chr11	HAP1_chr11	HAP3_chr11	HAP1	HAP3	0.028161	False
chr11	HAP1_chr11	HAP4_chr11	HAP1	HAP4	0.027301	False
chr11	HAP2_chr11	HAP3_chr11	HAP2	HAP3	0.028285	False
chr11	HAP2_chr11	HAP4_chr11	HAP2	HAP4	0.026391	False
chr11	HAP3_chr11	HAP4_chr11	HAP3	HAP4	0.029514	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.023326	False
chr12	HAP1_chr12	HAP3_chr12	HAP1	HAP3	0.024897	False
chr12	HAP1_chr12	HAP4_chr12	HAP1	HAP4	0.143772	False
chr12	HAP2_chr12	HAP3_chr12	HAP2	HAP3	0.026145	False
chr12	HAP2_chr12	HAP4_chr12	HAP2	HAP4	0.142519	False
chr12	HAP3_chr12	HAP4_chr12	HAP3	HAP4	0.142697	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.026137	False
chr13	HAP1_chr13	HAP3_chr13	HAP1	HAP3	0.026262	False
chr13	HAP1_chr13	HAP4_chr13	HAP1	HAP4	0.144525	False
chr13	HAP2_chr13	HAP3_chr13	HAP2	HAP3	0.027144	False
chr13	HAP2_chr13	HAP4_chr13	HAP2	HAP4	0.142243	False
chr13	HAP3_chr13	HAP4_chr13	HAP3	HAP4	0.141451	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.017636	False
chr14	HAP1_chr14	HAP3_chr14	HAP1	HAP3	0.015074	False
chr14	HAP1_chr14	HAP4_chr14	HAP1	HAP4	0.147050	False
chr14	HAP2_chr14	HAP3_chr14	HAP2	HAP3	0.016642	False
chr14	HAP2_chr14	HAP4_chr14	HAP2	HAP4	0.146176	False
chr14	HAP3_chr14	HAP4_chr14	HAP3	HAP4	0.146876	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.015879	False
chr15	HAP1_chr15	HAP3_chr15	HAP1	HAP3	0.017440	False
chr15	HAP1_chr15	HAP4_chr15	HAP1	HAP4	0.143546	False
chr15	HAP2_chr15	HAP3_chr15	HAP2	HAP3	0.017248	False
chr15	HAP2_chr15	HAP4_chr15	HAP2	HAP4	0.145940	False
chr15	HAP3_chr15	HAP4_chr15	HAP3	HAP4	0.143916	False
chr16	HAP1_chr16	HAP2_chr16	HAP1	HAP2	0.025485	False
chr16	HAP1_chr16	HAP3_chr16	HAP1	HAP3	0.026928	False
chr16	HAP1_chr16	HAP4_chr16	HAP1	HAP4	0.143774	False
chr16	HAP2_chr16	HAP3_chr16	HAP2	HAP3	0.029118	False
chr16	HAP2_chr16	HAP4_chr16	HAP2	HAP4	0.141842	False
chr16	HAP3_chr16	HAP4_chr16	HAP3	HAP4	0.141052	False
