chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr07	chr19	0.123875	1.919	0.972493	0.999075	False
chr10	chr18	0.124076	1.983	0.976303	0.999075	False
chr08	chr18	0.124178	2.016	0.978079	0.999075	False
chr07	chr23	0.124334	2.065	0.980548	0.999075	False
chr13	chr18	0.124425	2.094	0.981886	0.999075	False
chr12	chr24	0.124716	2.187	0.985644	0.999075	False
chr02	chr24	0.124861	2.234	0.987248	0.999075	False
chr05	chr18	0.125018	2.284	0.988807	0.999075	False
chr07	chr24	0.125349	2.390	0.991569	0.999075	False
chr01	chr18	0.125478	2.431	0.992468	0.999075	False
chr12	chr18	0.125883	2.560	0.994767	0.999075	False
chr07	chr18	0.126953	2.902	0.998146	0.999075	False
chr02	chr18	0.127048	2.932	0.998318	0.999075	False
chr03	chr18	0.127614	3.113	0.999075	0.999075	False
