,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP1_chr20,HAP1_chr21,HAP1_chr22,HAP1_chr23,HAP1_chr24,HAP1_chr25,HAP1_chr26,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP2_chr20,HAP2_chr21,HAP2_chr22,HAP2_chr23,HAP2_chr24,HAP2_chr25,HAP2_chr26
HAP1_chr11,0.118310,0.116517,0.117973,0.118336,0.119096,0.121749,0.118236,0.121616,0.121410,0.117123,0.000000,0.121596,0.119478,0.119314,0.119634,0.091837,0.119654,0.122702,0.122064,0.120616,0.122035,0.123831,0.124504,0.122645,0.101309,0.129478,0.117740,0.115724,0.118217,0.118254,0.118132,0.122453,0.118740,0.122571,0.120490,0.118110,0.014560,0.121275,0.119367,0.119811,0.121256,0.091477,0.118704,0.123763,0.122325,0.122631,0.122986,0.123106,0.123902,0.123410,0.101030,0.127015
HAP1_chr12,0.120369,0.119076,0.119363,0.118085,0.120032,0.122795,0.118897,0.120182,0.119032,0.118154,0.121596,0.000000,0.118939,0.085826,0.118768,0.124624,0.117964,0.119769,0.118901,0.118862,0.121289,0.123408,0.122738,0.121950,0.123579,0.129082,0.120430,0.118773,0.118834,0.118015,0.120540,0.123432,0.119121,0.121015,0.118470,0.118243,0.120943,0.012958,0.118586,0.085543,0.120795,0.125117,0.116492,0.120601,0.119122,0.121196,0.122020,0.123004,0.124720,0.123582,0.123834,0.126363
HAP1_chr13,0.119199,0.116523,0.102536,0.117422,0.118379,0.122475,0.115353,0.121010,0.102761,0.115382,0.119478,0.118939,0.000000,0.117374,0.115932,0.125707,0.117594,0.116937,0.116701,0.116595,0.115811,0.118660,0.119142,0.117030,0.120378,0.125777,0.118944,0.116188,0.102301,0.117408,0.118660,0.122528,0.116520,0.120813,0.102639,0.115254,0.119443,0.119797,0.011575,0.116746,0.116987,0.125093,0.115737,0.119271,0.116827,0.119802,0.117868,0.118205,0.120553,0.117498,0.120693,0.123376
HAP1_chr14,0.118839,0.117433,0.119904,0.118193,0.119310,0.123697,0.116778,0.122086,0.120845,0.116068,0.119314,0.085826,0.117374,0.000000,0.118375,0.125696,0.119080,0.120814,0.119643,0.119327,0.119558,0.121196,0.122181,0.120003,0.123073,0.128138,0.118986,0.116971,0.120043,0.118966,0.120047,0.123762,0.117761,0.122223,0.119933,0.116235,0.119580,0.086390,0.117162,0.015227,0.119856,0.125155,0.117902,0.121039,0.119546,0.122682,0.120543,0.119420,0.121870,0.121609,0.123116,0.126605
HAP1_chr15,0.117896,0.116555,0.109132,0.118881,0.117418,0.123391,0.115470,0.119222,0.117751,0.115525,0.119634,0.118768,0.115932,0.118375,0.000000,0.125951,0.116505,0.118736,0.116669,0.117912,0.117439,0.118933,0.118201,0.118627,0.120682,0.104366,0.118283,0.115912,0.108316,0.118530,0.117777,0.123569,0.115383,0.118459,0.117828,0.115210,0.119639,0.119435,0.115695,0.118573,0.020722,0.125951,0.115938,0.118131,0.117085,0.119418,0.117787,0.119214,0.119420,0.119371,0.121308,0.103273
HAP1_chr16,0.125300,0.124792,0.125227,0.123403,0.125678,0.127354,0.124696,0.125588,0.125713,0.124184,0.091837,0.124624,0.125707,0.125696,0.125951,0.000000,0.122883,0.125463,0.125604,0.124851,0.105786,0.128947,0.129307,0.127830,0.125729,0.133293,0.125188,0.124530,0.125414,0.122881,0.124869,0.128364,0.124910,0.126049,0.124395,0.124432,0.091850,0.124563,0.124944,0.125575,0.126446,0.014519,0.121998,0.125417,0.124628,0.127332,0.106649,0.127172,0.128639,0.128614,0.126437,0.130417
HAP1_chr17,0.118735,0.117015,0.117087,0.116325,0.118099,0.120664,0.088799,0.119446,0.118358,0.116352,0.119654,0.117964,0.117594,0.119080,0.116505,0.122883,0.000000,0.118890,0.117333,0.117731,0.119458,0.121715,0.122210,0.119851,0.120108,0.126123,0.118132,0.116680,0.117536,0.116850,0.118256,0.121416,0.088298,0.119213,0.116914,0.117104,0.118739,0.118276,0.117358,0.119275,0.117771,0.123012,0.013439,0.118648,0.117433,0.119390,0.120014,0.120918,0.122057,0.121832,0.121006,0.123994
HAP1_chr18,0.123901,0.122251,0.123504,0.119802,0.122700,0.125228,0.119726,0.121847,0.119825,0.119731,0.122702,0.119769,0.116937,0.120814,0.118736,0.125463,0.118890,0.000000,0.117597,0.117925,0.116606,0.086144,0.120134,0.119468,0.119638,0.124367,0.123543,0.121630,0.122901,0.119374,0.121378,0.126150,0.120025,0.122590,0.119721,0.119626,0.122266,0.120876,0.116787,0.119717,0.120300,0.125901,0.116019,0.011415,0.117374,0.121813,0.117452,0.086153,0.122390,0.120105,0.120345,0.122478
HAP1_chr19,0.121489,0.119768,0.120340,0.119882,0.120698,0.123720,0.118216,0.121005,0.118632,0.117149,0.122064,0.118901,0.116701,0.119643,0.116669,0.125604,0.117333,0.117597,0.000000,0.116615,0.117472,0.120145,0.087785,0.117957,0.119730,0.124334,0.122228,0.120331,0.121119,0.119501,0.121380,0.124342,0.118582,0.120411,0.118188,0.117479,0.121163,0.119125,0.116363,0.119570,0.117543,0.126746,0.116284,0.118206,0.013229,0.119837,0.118454,0.119051,0.087980,0.120500,0.120206,0.122358
HAP1_chr20,0.122638,0.120860,0.109958,0.118328,0.120606,0.124157,0.118340,0.120965,0.120348,0.099685,0.120616,0.118862,0.116595,0.119327,0.117912,0.124851,0.117731,0.117925,0.116615,0.000000,0.118342,0.119812,0.119892,0.119609,0.120013,0.125172,0.121820,0.120619,0.109857,0.118883,0.121364,0.124281,0.118985,0.121339,0.119579,0.099458,0.120171,0.118952,0.116965,0.120243,0.119010,0.124430,0.115905,0.118995,0.116502,0.013387,0.118881,0.117873,0.120804,0.120139,0.119918,0.122843
HAP1_chr21,0.123799,0.120746,0.122886,0.121361,0.121429,0.126094,0.118173,0.123710,0.119955,0.118135,0.122035,0.121289,0.115811,0.119558,0.117439,0.105786,0.119458,0.116606,0.117472,0.118342,0.000000,0.118064,0.118904,0.116917,0.105607,0.124413,0.123626,0.120615,0.123413,0.122089,0.122579,0.126603,0.118692,0.124079,0.119247,0.117948,0.121933,0.122059,0.115619,0.120111,0.117808,0.106263,0.118614,0.117781,0.117499,0.121731,0.014194,0.116651,0.120089,0.118098,0.106275,0.122254
HAP1_chr22,0.124245,0.122079,0.124664,0.122396,0.122824,0.127697,0.120138,0.124801,0.121710,0.120190,0.123831,0.123408,0.118660,0.121196,0.118933,0.128947,0.121715,0.086144,0.120145,0.119812,0.118064,0.000000,0.120279,0.120267,0.122628,0.127130,0.124124,0.122000,0.124608,0.123122,0.122661,0.128287,0.120302,0.125492,0.121741,0.119736,0.123220,0.123790,0.117810,0.121162,0.120372,0.128842,0.119664,0.086325,0.120927,0.121582,0.118165,0.014542,0.122495,0.121673,0.121807,0.124956
HAP1_chr23,0.125108,0.122781,0.126074,0.123195,0.122667,0.127980,0.119026,0.124636,0.122200,0.119254,0.124504,0.122738,0.119142,0.122181,0.118201,0.129307,0.122210,0.120134,0.087785,0.119892,0.118904,0.120279,0.000000,0.119519,0.123894,0.128558,0.125479,0.122211,0.125371,0.122928,0.123309,0.127898,0.119513,0.124478,0.122325,0.119069,0.123389,0.124361,0.118885,0.121902,0.119311,0.129544,0.119515,0.120847,0.087496,0.121861,0.119551,0.120161,0.019041,0.121077,0.124389,0.126195
HAP1_chr24,0.124116,0.122269,0.124921,0.122873,0.121766,0.127066,0.119051,0.123958,0.092852,0.117674,0.122645,0.121950,0.117030,0.120003,0.118627,0.127830,0.119851,0.119468,0.117957,0.119609,0.116917,0.120267,0.119519,0.000000,0.120759,0.126149,0.124053,0.121547,0.124314,0.122411,0.122558,0.126951,0.119831,0.123657,0.092235,0.118695,0.122410,0.122897,0.117172,0.120314,0.118674,0.128253,0.118799,0.119876,0.117729,0.122289,0.117938,0.118704,0.120381,0.017469,0.122911,0.123500
HAP1_chr25,0.125200,0.123978,0.124819,0.122299,0.124109,0.125900,0.122443,0.124311,0.122565,0.121391,0.101309,0.123579,0.120378,0.123073,0.120682,0.125729,0.120108,0.119638,0.119730,0.120013,0.105607,0.122628,0.123894,0.120759,0.000000,0.123036,0.124635,0.123846,0.124549,0.122732,0.123493,0.126957,0.122057,0.123893,0.121388,0.121735,0.101385,0.123151,0.119454,0.122867,0.121726,0.125913,0.119515,0.120252,0.119406,0.121540,0.105781,0.121668,0.122247,0.121708,0.015911,0.121014
HAP1_chr26,0.132286,0.130366,0.120102,0.128830,0.130384,0.132566,0.128200,0.130185,0.127576,0.118655,0.129478,0.129082,0.125777,0.128138,0.104366,0.133293,0.126123,0.124367,0.124334,0.125172,0.124413,0.127130,0.128558,0.126149,0.123036,0.000000,0.130841,0.129507,0.120392,0.129108,0.128729,0.133438,0.126962,0.128801,0.126477,0.119216,0.129744,0.128405,0.125047,0.128734,0.104331,0.132890,0.126536,0.125194,0.124261,0.126458,0.123692,0.125876,0.127106,0.127272,0.124303,0.018274
HAP2_chr01,0.014440,0.114624,0.116321,0.117974,0.117153,0.083070,0.116459,0.120708,0.122286,0.114664,0.117740,0.120430,0.118944,0.118986,0.118283,0.125188,0.118132,0.123543,0.122228,0.121820,0.123626,0.124124,0.125479,0.124053,0.124635,0.130841,0.000000,0.114698,0.116696,0.117765,0.117412,0.083367,0.116115,0.120703,0.119839,0.114908,0.117382,0.120423,0.117457,0.119203,0.119745,0.125118,0.117361,0.124032,0.122287,0.123551,0.124247,0.123214,0.124438,0.124924,0.125549,0.129140
HAP2_chr02,0.114465,0.016997,0.114605,0.084074,0.115247,0.118831,0.113839,0.119034,0.118800,0.113604,0.115724,0.118773,0.116188,0.116971,0.115912,0.124530,0.116680,0.121630,0.120331,0.120619,0.120615,0.122000,0.122211,0.121547,0.123846,0.129507,0.114698,0.000000,0.114349,0.084051,0.116516,0.120002,0.113944,0.119101,0.118392,0.113418,0.115236,0.119363,0.115522,0.117987,0.116925,0.124003,0.116517,0.121158,0.120415,0.121680,0.120934,0.120218,0.122005,0.123151,0.124509,0.126514
HAP2_chr03,0.116579,0.115446,0.013638,0.115513,0.117406,0.119393,0.114974,0.118516,0.118895,0.107218,0.118217,0.118834,0.102301,0.120043,0.108316,0.125414,0.117536,0.122901,0.121119,0.109857,0.123413,0.124608,0.125371,0.124314,0.124549,0.120392,0.116696,0.114349,0.000000,0.115959,0.117922,0.120878,0.115546,0.118241,0.118505,0.107591,0.117130,0.118798,0.102209,0.119929,0.109668,0.125460,0.116923,0.123381,0.121170,0.111031,0.123420,0.123666,0.125367,0.126073,0.125430,0.118590
HAP2_chr04,0.117497,0.084510,0.116346,0.014403,0.117669,0.119965,0.116095,0.118584,0.118509,0.115715,0.118254,0.118015,0.117408,0.118966,0.118530,0.122881,0.116850,0.119374,0.119501,0.118883,0.122089,0.123122,0.122928,0.122411,0.122732,0.129108,0.117765,0.084051,0.115959,0.000000,0.118094,0.120026,0.116759,0.119195,0.117985,0.116389,0.117440,0.118712,0.116753,0.117795,0.119328,0.123233,0.115104,0.120832,0.119372,0.120492,0.122722,0.121919,0.124163,0.123443,0.122692,0.125031
HAP2_chr05,0.117799,0.116417,0.117746,0.118406,0.017892,0.121031,0.117326,0.085697,0.121954,0.116464,0.118132,0.120540,0.118660,0.120047,0.117777,0.124869,0.118256,0.121378,0.121380,0.121364,0.122579,0.122661,0.123309,0.122558,0.123493,0.128729,0.117412,0.116516,0.117922,0.118094,0.000000,0.121743,0.116433,0.086238,0.120388,0.116798,0.118130,0.120590,0.118586,0.118869,0.119365,0.125562,0.117659,0.122814,0.121754,0.122918,0.123060,0.121461,0.123718,0.123804,0.123863,0.126529
HAP2_chr06,0.083361,0.120536,0.121129,0.120087,0.121871,0.012894,0.120531,0.123261,0.123634,0.120750,0.122453,0.123432,0.122528,0.123762,0.123569,0.128364,0.121416,0.126150,0.124342,0.124281,0.126603,0.128287,0.127898,0.126951,0.126957,0.133438,0.083367,0.120002,0.120878,0.120026,0.121743,0.000000,0.120234,0.123084,0.122106,0.121910,0.122726,0.123294,0.122168,0.124166,0.124685,0.127813,0.120907,0.125088,0.124575,0.125934,0.127409,0.126675,0.127539,0.129256,0.127144,0.130473
HAP2_chr07,0.116256,0.114826,0.116481,0.116673,0.115756,0.120889,0.016511,0.118183,0.118584,0.113991,0.118740,0.119121,0.116520,0.117761,0.115383,0.124910,0.088298,0.120025,0.118582,0.118985,0.118692,0.120302,0.119513,0.119831,0.122057,0.126962,0.116115,0.113944,0.115546,0.116759,0.116433,0.120234,0.000000,0.118253,0.117568,0.113869,0.117326,0.119290,0.115965,0.117482,0.116175,0.125217,0.088301,0.119431,0.119086,0.120667,0.119414,0.119956,0.121762,0.121091,0.123039,0.125949
HAP2_chr08,0.120799,0.119382,0.119708,0.119471,0.084931,0.122790,0.117815,0.015935,0.118903,0.119188,0.122571,0.121015,0.120813,0.122223,0.118459,0.126049,0.119213,0.122590,0.120411,0.121339,0.124079,0.125492,0.124478,0.123657,0.123893,0.128801,0.120703,0.119101,0.118241,0.119195,0.086238,0.123084,0.118253,0.000000,0.119084,0.119090,0.121989,0.121303,0.120474,0.122657,0.120793,0.126651,0.118787,0.122785,0.121622,0.123079,0.124037,0.124059,0.124934,0.125790,0.125305,0.127693
HAP2_chr09,0.119832,0.118393,0.119368,0.117382,0.119167,0.122192,0.117667,0.119257,0.011250,0.117139,0.120490,0.118470,0.102639,0.119933,0.117828,0.124395,0.116914,0.119721,0.118188,0.119579,0.119247,0.121741,0.122325,0.092235,0.121388,0.126477,0.119839,0.118392,0.118505,0.117985,0.120388,0.122106,0.117568,0.119084,0.000000,0.117824,0.120270,0.119299,0.101591,0.120099,0.119925,0.125303,0.116357,0.120328,0.117733,0.122350,0.120515,0.120852,0.123435,0.093139,0.122030,0.123218
HAP2_chr10,0.115307,0.114042,0.108070,0.116283,0.115243,0.120488,0.113782,0.118945,0.118114,0.017014,0.118110,0.118243,0.115254,0.116235,0.115210,0.124432,0.117104,0.119626,0.117479,0.099458,0.117948,0.119736,0.119069,0.118695,0.121735,0.119216,0.114908,0.113418,0.107591,0.116389,0.116798,0.121910,0.113869,0.119090,0.117824,0.000000,0.117660,0.119435,0.113552,0.116894,0.116966,0.123608,0.115832,0.120337,0.116854,0.100157,0.118927,0.118863,0.120307,0.120384,0.122862,0.117061
HAP2_chr11,0.117880,0.116371,0.117938,0.118108,0.117863,0.121454,0.117467,0.121090,0.121306,0.117140,0.014560,0.120943,0.119443,0.119580,0.119639,0.091850,0.118739,0.122266,0.121163,0.120171,0.121933,0.123220,0.123389,0.122410,0.101385,0.129744,0.117382,0.115236,0.117130,0.117440,0.118130,0.122726,0.117326,0.121989,0.120270,0.117660,0.000000,0.121011,0.119013,0.119427,0.120440,0.091755,0.118498,0.122737,0.122082,0.121674,0.122433,0.122418,0.123706,0.124149,0.101627,0.126211
HAP2_chr12,0.120290,0.119696,0.119507,0.118727,0.119661,0.122286,0.119862,0.120781,0.119500,0.119115,0.121275,0.012958,0.119797,0.086390,0.119435,0.124563,0.118276,0.120876,0.119125,0.118952,0.122059,0.123790,0.124361,0.122897,0.123151,0.128405,0.120423,0.119363,0.118798,0.118712,0.120590,0.123294,0.119290,0.121303,0.119299,0.119435,0.121011,0.000000,0.119027,0.086165,0.120932,0.124887,0.117424,0.120862,0.119737,0.121168,0.123252,0.122914,0.125046,0.123931,0.123499,0.125878
HAP2_chr13,0.118210,0.116246,0.102334,0.117010,0.118029,0.121948,0.115399,0.120800,0.101935,0.114071,0.119367,0.118586,0.011575,0.117162,0.115695,0.124944,0.117358,0.116787,0.116363,0.116965,0.115619,0.117810,0.118885,0.117172,0.119454,0.125047,0.117457,0.115522,0.102209,0.116753,0.118586,0.122168,0.115965,0.120474,0.101591,0.113552,0.119013,0.119027,0.000000,0.116774,0.116177,0.125263,0.115137,0.118018,0.116376,0.119912,0.117833,0.118112,0.119805,0.118340,0.119999,0.122477
HAP2_chr14,0.118872,0.117715,0.119829,0.118698,0.119390,0.124072,0.116552,0.122306,0.120876,0.116523,0.119811,0.085543,0.116746,0.015227,0.118573,0.125575,0.119275,0.119717,0.119570,0.120243,0.120111,0.121162,0.121902,0.120314,0.122867,0.128734,0.119203,0.117987,0.119929,0.117795,0.118869,0.124166,0.117482,0.122657,0.120099,0.116894,0.119427,0.086165,0.116774,0.000000,0.119098,0.125489,0.117124,0.121605,0.119835,0.122436,0.120876,0.119985,0.123030,0.121206,0.123200,0.126424
HAP2_chr15,0.120311,0.117770,0.110226,0.119863,0.119544,0.124712,0.117233,0.121474,0.121343,0.116589,0.121256,0.120795,0.116987,0.119856,0.020722,0.126446,0.117771,0.120300,0.117543,0.119010,0.117808,0.120372,0.119311,0.118674,0.121726,0.104331,0.119745,0.116925,0.109668,0.119328,0.119365,0.124685,0.116175,0.120793,0.119925,0.116966,0.120440,0.120932,0.116177,0.119098,0.000000,0.126563,0.118165,0.119349,0.118566,0.119980,0.118372,0.119385,0.119858,0.119767,0.122632,0.103832
HAP2_chr16,0.125474,0.124558,0.124826,0.123530,0.125574,0.126997,0.124803,0.125381,0.125942,0.123487,0.091477,0.125117,0.125093,0.125155,0.125951,0.014519,0.123012,0.125901,0.126746,0.124430,0.106263,0.128842,0.129544,0.128253,0.125913,0.132890,0.125118,0.124003,0.125460,0.123233,0.125562,0.127813,0.125217,0.126651,0.125303,0.123608,0.091755,0.124887,0.125263,0.125489,0.126563,0.000000,0.122526,0.126504,0.126252,0.126104,0.106683,0.127631,0.129058,0.127679,0.126431,0.129885
HAP2_chr17,0.117995,0.116928,0.116961,0.114843,0.117432,0.120014,0.087758,0.118372,0.117290,0.115515,0.118704,0.116492,0.115737,0.117902,0.115938,0.121998,0.013439,0.116019,0.116284,0.115905,0.118614,0.119664,0.119515,0.118799,0.119515,0.126536,0.117361,0.116517,0.116923,0.115104,0.117659,0.120907,0.088301,0.118787,0.116357,0.115832,0.118498,0.117424,0.115137,0.117124,0.118165,0.122526,0.000000,0.117438,0.115601,0.118514,0.119543,0.119907,0.121142,0.119794,0.120989,0.123969
HAP2_chr18,0.124551,0.122830,0.123890,0.120960,0.123078,0.124866,0.120583,0.122245,0.120561,0.120706,0.123763,0.120601,0.119271,0.121039,0.118131,0.125417,0.118648,0.011415,0.118206,0.118995,0.117781,0.086325,0.120847,0.119876,0.120252,0.125194,0.124032,0.121158,0.123381,0.120832,0.122814,0.125088,0.119431,0.122785,0.120328,0.120337,0.122737,0.120862,0.118018,0.121605,0.119349,0.126504,0.117438,0.000000,0.118069,0.121374,0.118337,0.085971,0.121631,0.121009,0.121563,0.123055
HAP2_chr19,0.122107,0.119917,0.121530,0.119293,0.120762,0.123806,0.118126,0.121051,0.118382,0.116444,0.122325,0.119122,0.116827,0.119546,0.117085,0.124628,0.117433,0.117374,0.013229,0.116502,0.117499,0.120927,0.087496,0.117729,0.119406,0.124261,0.122287,0.120415,0.121170,0.119372,0.121754,0.124575,0.119086,0.121622,0.117733,0.116854,0.122082,0.119737,0.116376,0.119835,0.118566,0.126252,0.115601,0.118069,0.000000,0.119937,0.118795,0.119543,0.088248,0.120395,0.120898,0.122433
HAP2_chr20,0.124408,0.122653,0.111161,0.121150,0.122253,0.125711,0.121235,0.123649,0.122192,0.100321,0.122631,0.121196,0.119802,0.122682,0.119418,0.127332,0.119390,0.121813,0.119837,0.013387,0.121731,0.121582,0.121861,0.122289,0.121540,0.126458,0.123551,0.121680,0.111031,0.120492,0.122918,0.125934,0.120667,0.123079,0.122350,0.100157,0.121674,0.121168,0.119912,0.122436,0.119980,0.126104,0.118514,0.121374,0.119937,0.000000,0.122236,0.121041,0.123168,0.122867,0.120841,0.124206
HAP2_chr21,0.123942,0.121073,0.123310,0.121498,0.121860,0.126433,0.119152,0.124007,0.121084,0.119469,0.122986,0.122020,0.117868,0.120543,0.117787,0.106649,0.120014,0.117452,0.118454,0.118881,0.014194,0.118165,0.119551,0.117938,0.105781,0.123692,0.124247,0.120934,0.123420,0.122722,0.123060,0.127409,0.119414,0.124037,0.120515,0.118927,0.122433,0.123252,0.117833,0.120876,0.118372,0.106683,0.119543,0.118337,0.118795,0.122236,0.000000,0.117324,0.120934,0.119736,0.107083,0.122130
HAP2_chr22,0.123521,0.121256,0.123628,0.121852,0.121656,0.126368,0.118930,0.123068,0.120598,0.119321,0.123106,0.123004,0.118205,0.119420,0.119214,0.127172,0.120918,0.086153,0.119051,0.117873,0.116651,0.014542,0.120161,0.118704,0.121668,0.125876,0.123214,0.120218,0.123666,0.121919,0.121461,0.126675,0.119956,0.124059,0.120852,0.118863,0.122418,0.122914,0.118112,0.119985,0.119385,0.127631,0.119907,0.085971,0.119543,0.121041,0.117324,0.000000,0.121495,0.120041,0.121762,0.123358
